user_id,member_level,consumption_level,segment,freq_g,total_spent,order_frequency,repurchase_probability,建议动作
U000978,金牌会员,高,价值用户,复购≥2次,12084.13,2.0,0.702897,会员专属权益(不主发券)
U004385,银牌会员,高,价值用户,复购≥2次,11761.9,3.0,0.702884,会员专属权益(不主发券)
U001686,银牌会员,高,价值用户,复购≥2次,24354.6,3.0,0.702068,会员专属权益(不主发券)
U000529,铜牌会员,高,价值用户,复购≥2次,26223.49,3.0,0.701608,会员专属权益(不主发券)
U004946,铜牌会员,高,价值用户,复购≥2次,20316.84,4.0,0.701018,会员专属权益(不主发券)
U004329,银牌会员,高,价值用户,复购≥2次,32411.91,2.0,0.700738,会员专属权益(不主发券)
U000616,银牌会员,高,价值用户,复购≥2次,28923.79,2.0,0.700549,会员专属权益(不主发券)
U004361,金牌会员,高,价值用户,复购≥2次,13397.09,3.0,0.700384,会员专属权益(不主发券)
U000295,银牌会员,高,价值用户,仅1单,15260.4,1.0,0.70026,会员专属权益(不主发券)
U004601,银牌会员,高,价值用户,复购≥2次,32472.03,2.0,0.700181,会员专属权益(不主发券)
U003605,铜牌会员,高,价值用户,复购≥2次,12914.76,6.0,0.699691,会员专属权益(不主发券)
U000763,金牌会员,高,价值用户,复购≥2次,23212.31,3.0,0.699525,会员专属权益(不主发券)
U004184,普通会员,高,价值用户,复购≥2次,34674.15,2.0,0.699485,会员专属权益(不主发券)
U003209,金牌会员,高,价值用户,复购≥2次,24554.45,3.0,0.699253,会员专属权益(不主发券)
U004947,铜牌会员,高,价值用户,复购≥2次,19630.05,3.0,0.697973,会员专属权益(不主发券)
U001952,铜牌会员,高,价值用户,复购≥2次,53028.76,3.0,0.697495,会员专属权益(不主发券)
U003328,金牌会员,高,价值用户,复购≥2次,10188.13,2.0,0.697487,会员专属权益(不主发券)
U003218,金牌会员,高,价值用户,复购≥2次,24673.78,2.0,0.697425,会员专属权益(不主发券)
U004436,银牌会员,高,价值用户,复购≥2次,10333.33,2.0,0.69666,会员专属权益(不主发券)
U004362,金牌会员,高,价值用户,复购≥2次,26351.0,2.0,0.696611,会员专属权益(不主发券)
U003846,铜牌会员,高,价值用户,仅1单,14583.68,1.0,0.696438,会员专属权益(不主发券)
U003849,银牌会员,高,价值用户,复购≥2次,40069.87,2.0,0.695232,会员专属权益(不主发券)
U000160,铜牌会员,高,价值用户,复购≥2次,10026.76,2.0,0.695198,会员专属权益(不主发券)
U004506,铜牌会员,高,价值用户,复购≥2次,10644.99,4.0,0.694746,会员专属权益(不主发券)
U004086,普通会员,高,价值用户,仅1单,23980.88,1.0,0.694023,会员专属权益(不主发券)
U002199,银牌会员,高,价值用户,复购≥2次,18587.09,2.0,0.693505,会员专属权益(不主发券)
U001579,普通会员,高,价值用户,复购≥2次,11966.03,2.0,0.693453,会员专属权益(不主发券)
U004721,银牌会员,高,价值用户,复购≥2次,14040.42,5.0,0.692506,会员专属权益(不主发券)
U000250,普通会员,高,价值用户,复购≥2次,16091.38,2.0,0.692426,会员专属权益(不主发券)
U002626,银牌会员,高,价值用户,复购≥2次,11652.99,2.0,0.692214,会员专属权益(不主发券)
U001962,铜牌会员,高,价值用户,复购≥2次,13533.46,2.0,0.690602,会员专属权益(不主发券)
U002925,银牌会员,高,价值用户,仅1单,10536.29,1.0,0.690427,会员专属权益(不主发券)
U002851,铜牌会员,高,价值用户,仅1单,14723.49,1.0,0.688568,会员专属权益(不主发券)
U002653,普通会员,高,价值用户,复购≥2次,16298.52,2.0,0.688303,会员专属权益(不主发券)
U000017,银牌会员,高,价值用户,复购≥2次,17760.94,5.0,0.688093,会员专属权益(不主发券)
U004134,银牌会员,高,价值用户,复购≥2次,18033.52,2.0,0.687397,会员专属权益(不主发券)
U000386,普通会员,高,价值用户,复购≥2次,34154.3,3.0,0.686759,会员专属权益(不主发券)
U000990,银牌会员,高,价值用户,复购≥2次,29899.12,2.0,0.686388,会员专属权益(不主发券)
U002475,钻石会员,高,价值用户,复购≥2次,14995.25,2.0,0.686388,会员专属权益(不主发券)
U002826,铜牌会员,高,价值用户,复购≥2次,10726.77,2.0,0.685663,会员专属权益(不主发券)
U001668,普通会员,高,价值用户,复购≥2次,11280.24,5.0,0.685423,会员专属权益(不主发券)
U001405,银牌会员,高,价值用户,复购≥2次,40781.45,2.0,0.685056,会员专属权益(不主发券)
U000563,银牌会员,高,价值用户,复购≥2次,19355.48,2.0,0.683966,会员专属权益(不主发券)
U004051,银牌会员,高,价值用户,复购≥2次,27817.68,2.0,0.683949,会员专属权益(不主发券)
U002052,普通会员,高,价值用户,复购≥2次,30099.29,3.0,0.683763,会员专属权益(不主发券)
U002942,普通会员,高,价值用户,仅1单,17590.07,1.0,0.682331,会员专属权益(不主发券)
U003080,金牌会员,高,价值用户,复购≥2次,19270.08,2.0,0.681847,会员专属权益(不主发券)
U003584,铜牌会员,高,价值用户,复购≥2次,21061.39,3.0,0.681088,会员专属权益(不主发券)
U002463,铜牌会员,高,价值用户,复购≥2次,13238.82,2.0,0.680913,会员专属权益(不主发券)
U004509,银牌会员,高,价值用户,复购≥2次,14450.6,2.0,0.680431,会员专属权益(不主发券)
U002319,金牌会员,高,价值用户,复购≥2次,19852.81,3.0,0.680382,会员专属权益(不主发券)
U000485,普通会员,高,价值用户,复购≥2次,10717.51,4.0,0.679429,会员专属权益(不主发券)
U001186,银牌会员,高,价值用户,复购≥2次,12713.7,3.0,0.679066,会员专属权益(不主发券)
U001565,银牌会员,高,价值用户,复购≥2次,10271.84,2.0,0.679006,会员专属权益(不主发券)
U002954,金牌会员,高,价值用户,复购≥2次,49362.99,3.0,0.678628,会员专属权益(不主发券)
U003896,普通会员,高,价值用户,复购≥2次,14544.23,2.0,0.678429,会员专属权益(不主发券)
U002016,普通会员,高,价值用户,复购≥2次,10983.9,2.0,0.678148,会员专属权益(不主发券)
U001350,银牌会员,高,价值用户,复购≥2次,10587.81,2.0,0.677838,会员专属权益(不主发券)
U001521,普通会员,高,价值用户,复购≥2次,35058.22,3.0,0.677226,会员专属权益(不主发券)
U001334,普通会员,高,价值用户,复购≥2次,15714.2,3.0,0.676907,会员专属权益(不主发券)
U000341,银牌会员,高,价值用户,复购≥2次,13961.58,2.0,0.676005,会员专属权益(不主发券)
U002415,银牌会员,高,价值用户,复购≥2次,13409.03,2.0,0.675913,会员专属权益(不主发券)
U001828,银牌会员,高,价值用户,复购≥2次,26177.98,2.0,0.675451,会员专属权益(不主发券)
U002745,银牌会员,高,价值用户,仅1单,17434.49,1.0,0.674668,会员专属权益(不主发券)
U004414,普通会员,高,价值用户,复购≥2次,59453.31,4.0,0.67454,会员专属权益(不主发券)
U001705,银牌会员,高,价值用户,复购≥2次,22241.41,3.0,0.674486,会员专属权益(不主发券)
U000326,金牌会员,高,价值用户,从未下单,29575.7,0.0,0.674404,会员专属权益(不主发券)
U002465,银牌会员,高,价值用户,从未下单,15816.4,0.0,0.672795,会员专属权益(不主发券)
U000327,铜牌会员,高,价值用户,从未下单,15566.52,0.0,0.672066,会员专属权益(不主发券)
U002454,银牌会员,高,价值用户,仅1单,31647.31,1.0,0.671389,会员专属权益(不主发券)
U003994,铜牌会员,高,价值用户,仅1单,10837.36,1.0,0.669719,会员专属权益(不主发券)
U003469,金牌会员,高,价值用户,复购≥2次,17212.36,3.0,0.668871,会员专属权益(不主发券)
U001229,银牌会员,高,价值用户,仅1单,47900.38,1.0,0.668308,会员专属权益(不主发券)
U001842,铜牌会员,高,价值用户,复购≥2次,11751.03,4.0,0.667936,会员专属权益(不主发券)
U003376,铜牌会员,高,价值用户,复购≥2次,12299.41,2.0,0.66758,会员专属权益(不主发券)
U002508,铜牌会员,高,价值用户,复购≥2次,10173.94,3.0,0.6669,会员专属权益(不主发券)
U004015,铜牌会员,高,价值用户,复购≥2次,14042.73,2.0,0.666573,会员专属权益(不主发券)
U002718,银牌会员,高,价值用户,复购≥2次,33264.73,2.0,0.666059,会员专属权益(不主发券)
U000047,普通会员,高,价值用户,复购≥2次,18010.33,2.0,0.665364,会员专属权益(不主发券)
U000236,银牌会员,高,价值用户,从未下单,11077.75,0.0,0.665195,会员专属权益(不主发券)
U003902,银牌会员,高,价值用户,复购≥2次,35897.3,3.0,0.664823,会员专属权益(不主发券)
U001601,铜牌会员,高,价值用户,仅1单,18556.74,1.0,0.663934,会员专属权益(不主发券)
U002387,金牌会员,高,价值用户,仅1单,15139.16,1.0,0.66391,会员专属权益(不主发券)
U002284,普通会员,高,价值用户,从未下单,24394.11,0.0,0.663828,会员专属权益(不主发券)
U001600,钻石会员,高,价值用户,仅1单,15473.54,1.0,0.66356,会员专属权益(不主发券)
U002396,金牌会员,高,价值用户,仅1单,12064.91,1.0,0.663173,会员专属权益(不主发券)
U002769,铜牌会员,高,价值用户,仅1单,20121.47,1.0,0.663154,会员专属权益(不主发券)
U004491,普通会员,高,价值用户,从未下单,26889.16,0.0,0.663128,会员专属权益(不主发券)
U002004,铜牌会员,高,价值用户,复购≥2次,13664.83,3.0,0.662561,会员专属权益(不主发券)
U000597,铜牌会员,高,价值用户,复购≥2次,15000.54,2.0,0.66222,会员专属权益(不主发券)
U004260,铜牌会员,高,价值用户,复购≥2次,32054.69,2.0,0.661517,会员专属权益(不主发券)
U001305,银牌会员,高,价值用户,复购≥2次,18626.42,3.0,0.660764,会员专属权益(不主发券)
U003563,金牌会员,高,价值用户,复购≥2次,13675.07,3.0,0.659887,会员专属权益(不主发券)
U003308,银牌会员,高,价值用户,复购≥2次,13007.54,3.0,0.659497,会员专属权益(不主发券)
U000271,金牌会员,高,价值用户,复购≥2次,17862.37,2.0,0.659386,会员专属权益(不主发券)
U002211,金牌会员,高,价值用户,复购≥2次,33960.04,2.0,0.659315,会员专属权益(不主发券)
U001746,铜牌会员,高,价值用户,复购≥2次,13205.59,3.0,0.658929,会员专属权益(不主发券)
U001888,普通会员,高,价值用户,复购≥2次,17944.68,2.0,0.658819,会员专属权益(不主发券)
U003040,银牌会员,高,价值用户,复购≥2次,13343.15,3.0,0.657836,会员专属权益(不主发券)
U003171,普通会员,高,价值用户,复购≥2次,10094.37,2.0,0.65744,会员专属权益(不主发券)
U003573,铜牌会员,高,价值用户,复购≥2次,11602.87,2.0,0.657407,会员专属权益(不主发券)
U002189,铜牌会员,高,价值用户,复购≥2次,30130.73,3.0,0.65718,会员专属权益(不主发券)
U003782,铜牌会员,高,价值用户,复购≥2次,21264.58,2.0,0.656727,会员专属权益(不主发券)
U001280,银牌会员,高,价值用户,复购≥2次,24450.65,2.0,0.656327,会员专属权益(不主发券)
U002080,普通会员,高,价值用户,从未下单,26854.51,0.0,0.656137,会员专属权益(不主发券)
U000466,普通会员,高,价值用户,复购≥2次,10657.48,3.0,0.655274,会员专属权益(不主发券)
U003544,铜牌会员,高,价值用户,复购≥2次,22468.27,2.0,0.654765,会员专属权益(不主发券)
U004752,银牌会员,高,价值用户,仅1单,17317.17,1.0,0.652965,会员专属权益(不主发券)
U001153,金牌会员,高,价值用户,复购≥2次,15309.6,2.0,0.65291,会员专属权益(不主发券)
U004551,铜牌会员,高,价值用户,复购≥2次,18366.86,2.0,0.652722,会员专属权益(不主发券)
U002136,铜牌会员,高,价值用户,复购≥2次,19704.24,2.0,0.652444,会员专属权益(不主发券)
U001175,铜牌会员,高,价值用户,复购≥2次,28581.99,6.0,0.650542,会员专属权益(不主发券)
U001197,铜牌会员,高,价值用户,复购≥2次,10301.54,2.0,0.649921,会员专属权益(不主发券)
U002785,银牌会员,高,价值用户,仅1单,10273.7,1.0,0.649795,会员专属权益(不主发券)
U001215,铜牌会员,高,价值用户,复购≥2次,34374.22,2.0,0.649109,会员专属权益(不主发券)
U003162,金牌会员,高,价值用户,复购≥2次,11656.43,4.0,0.648234,会员专属权益(不主发券)
U004149,铜牌会员,高,价值用户,复购≥2次,22563.0,2.0,0.648073,会员专属权益(不主发券)
U001721,普通会员,高,价值用户,从未下单,10087.45,0.0,0.647992,会员专属权益(不主发券)
U002077,银牌会员,高,价值用户,复购≥2次,39443.35,2.0,0.647269,会员专属权益(不主发券)
U003450,铜牌会员,高,价值用户,复购≥2次,26305.98,2.0,0.647211,会员专属权益(不主发券)
U004058,金牌会员,高,价值用户,复购≥2次,11985.09,2.0,0.64706,会员专属权益(不主发券)
U002373,银牌会员,高,价值用户,复购≥2次,18309.69,2.0,0.646739,会员专属权益(不主发券)
U002707,银牌会员,高,价值用户,从未下单,17804.96,0.0,0.645256,会员专属权益(不主发券)
U000118,普通会员,高,价值用户,复购≥2次,26885.81,3.0,0.645006,会员专属权益(不主发券)
U000689,金牌会员,高,价值用户,复购≥2次,10920.09,2.0,0.644208,会员专属权益(不主发券)
U002524,普通会员,高,价值用户,仅1单,22734.99,1.0,0.643917,会员专属权益(不主发券)
U000403,银牌会员,高,价值用户,仅1单,16368.38,1.0,0.643805,会员专属权益(不主发券)
U003968,铜牌会员,高,价值用户,复购≥2次,35635.31,2.0,0.643777,会员专属权益(不主发券)
U002816,银牌会员,高,价值用户,仅1单,14391.5,1.0,0.64143,会员专属权益(不主发券)
U003708,银牌会员,高,价值用户,仅1单,17724.7,1.0,0.64101,会员专属权益(不主发券)
U004936,银牌会员,高,价值用户,复购≥2次,30473.66,2.0,0.640334,会员专属权益(不主发券)
U001221,普通会员,高,价值用户,从未下单,27949.58,0.0,0.639164,会员专属权益(不主发券)
U003595,银牌会员,高,价值用户,复购≥2次,40887.91,2.0,0.638883,会员专属权益(不主发券)
U004842,金牌会员,高,价值用户,从未下单,14621.9,0.0,0.638038,会员专属权益(不主发券)
U003755,金牌会员,高,价值用户,复购≥2次,21847.5,3.0,0.637024,会员专属权益(不主发券)
U001173,银牌会员,高,价值用户,复购≥2次,29173.08,2.0,0.636281,会员专属权益(不主发券)
U000019,钻石会员,高,价值用户,复购≥2次,15587.44,2.0,0.636055,会员专属权益(不主发券)
U001913,普通会员,高,价值用户,复购≥2次,16875.73,2.0,0.63468,会员专属权益(不主发券)
U002517,银牌会员,高,价值用户,仅1单,11495.48,1.0,0.634604,会员专属权益(不主发券)
U000519,银牌会员,高,价值用户,复购≥2次,14563.93,3.0,0.6339,会员专属权益(不主发券)
U004040,普通会员,高,价值用户,复购≥2次,23598.32,2.0,0.633481,会员专属权益(不主发券)
U004674,银牌会员,高,价值用户,复购≥2次,19951.71,2.0,0.632171,会员专属权益(不主发券)
U004564,普通会员,高,价值用户,仅1单,22555.38,1.0,0.630621,会员专属权益(不主发券)
U002541,银牌会员,高,价值用户,仅1单,13433.79,1.0,0.630553,会员专属权益(不主发券)
U004206,银牌会员,高,价值用户,复购≥2次,21637.05,3.0,0.630255,会员专属权益(不主发券)
U002712,银牌会员,高,价值用户,仅1单,16383.92,1.0,0.629736,会员专属权益(不主发券)
U001103,银牌会员,高,价值用户,复购≥2次,22303.54,2.0,0.628345,会员专属权益(不主发券)
U003874,银牌会员,高,价值用户,仅1单,34807.77,1.0,0.628296,会员专属权益(不主发券)
U001531,金牌会员,高,价值用户,复购≥2次,16336.7,2.0,0.627508,会员专属权益(不主发券)
U001225,钻石会员,高,价值用户,复购≥2次,12846.6,2.0,0.627002,会员专属权益(不主发券)
U004780,银牌会员,高,价值用户,复购≥2次,31652.99,2.0,0.626543,会员专属权益(不主发券)
U002201,普通会员,高,价值用户,复购≥2次,14113.8,3.0,0.62553,会员专属权益(不主发券)
U004014,银牌会员,高,价值用户,复购≥2次,21115.57,2.0,0.624374,会员专属权益(不主发券)
U001582,铜牌会员,高,价值用户,仅1单,20197.39,1.0,0.622606,会员专属权益(不主发券)
U001651,铜牌会员,高,价值用户,仅1单,13722.29,1.0,0.621531,会员专属权益(不主发券)
U003326,银牌会员,高,价值用户,复购≥2次,27359.92,4.0,0.621378,会员专属权益(不主发券)
U000614,钻石会员,高,价值用户,仅1单,10384.87,1.0,0.619664,会员专属权益(不主发券)
U001824,铜牌会员,高,价值用户,从未下单,15806.87,0.0,0.619168,会员专属权益(不主发券)
U001149,银牌会员,高,价值用户,仅1单,13375.42,1.0,0.619036,会员专属权益(不主发券)
U002059,金牌会员,高,价值用户,仅1单,13206.79,1.0,0.617756,会员专属权益(不主发券)
U001286,钻石会员,高,价值用户,仅1单,23340.47,1.0,0.616474,会员专属权益(不主发券)
U001401,金牌会员,高,价值用户,复购≥2次,11922.71,2.0,0.61623,会员专属权益(不主发券)
U004435,普通会员,高,价值用户,复购≥2次,24266.25,3.0,0.615932,会员专属权益(不主发券)
U003289,金牌会员,高,价值用户,复购≥2次,31399.52,2.0,0.615872,会员专属权益(不主发券)
U004977,银牌会员,高,价值用户,复购≥2次,13761.61,5.0,0.614151,会员专属权益(不主发券)
U003972,银牌会员,高,价值用户,仅1单,10445.77,1.0,0.614084,会员专属权益(不主发券)
U002841,金牌会员,高,价值用户,复购≥2次,20014.38,2.0,0.613868,会员专属权益(不主发券)
U002486,金牌会员,高,价值用户,复购≥2次,34258.35,2.0,0.613048,会员专属权益(不主发券)
U000393,银牌会员,高,价值用户,仅1单,33829.56,1.0,0.612853,会员专属权益(不主发券)
U000701,铜牌会员,高,价值用户,复购≥2次,16637.64,2.0,0.61267,会员专属权益(不主发券)
U002156,普通会员,高,价值用户,从未下单,24162.53,0.0,0.609518,会员专属权益(不主发券)
U001789,铜牌会员,高,价值用户,复购≥2次,17694.13,2.0,0.609024,会员专属权益(不主发券)
U002041,银牌会员,高,价值用户,仅1单,16133.35,1.0,0.607882,会员专属权益(不主发券)
U004673,钻石会员,高,价值用户,仅1单,22424.02,1.0,0.607691,会员专属权益(不主发券)
U002489,普通会员,高,价值用户,复购≥2次,18657.32,2.0,0.605759,会员专属权益(不主发券)
U002049,普通会员,高,价值用户,仅1单,18175.67,1.0,0.605011,会员专属权益(不主发券)
U002856,铜牌会员,高,价值用户,从未下单,19813.09,0.0,0.604769,会员专属权益(不主发券)
U004470,银牌会员,高,价值用户,仅1单,18090.97,1.0,0.604294,会员专属权益(不主发券)
U004886,铜牌会员,高,价值用户,复购≥2次,37438.63,2.0,0.60408,会员专属权益(不主发券)
U004394,金牌会员,高,价值用户,仅1单,14702.16,1.0,0.603918,会员专属权益(不主发券)
U004165,铜牌会员,高,价值用户,复购≥2次,39726.16,2.0,0.602482,会员专属权益(不主发券)
U001402,金牌会员,高,价值用户,复购≥2次,11838.44,3.0,0.601115,会员专属权益(不主发券)
U000628,铜牌会员,高,价值用户,复购≥2次,35023.37,3.0,0.600045,会员专属权益(不主发券)
U001418,普通会员,高,价值用户,仅1单,18742.17,1.0,0.599562,会员专属权益(不主发券)
U002042,钻石会员,高,价值用户,复购≥2次,11949.72,3.0,0.598541,会员专属权益(不主发券)
U003360,铜牌会员,高,价值用户,复购≥2次,26235.18,4.0,0.598348,会员专属权益(不主发券)
U003869,普通会员,高,价值用户,从未下单,10135.87,0.0,0.597742,会员专属权益(不主发券)
U003504,铜牌会员,高,价值用户,复购≥2次,17759.54,3.0,0.597374,会员专属权益(不主发券)
U000126,普通会员,高,价值用户,复购≥2次,29514.84,3.0,0.59733,会员专属权益(不主发券)
U001378,铜牌会员,高,价值用户,复购≥2次,35631.94,2.0,0.597086,会员专属权益(不主发券)
U004830,铜牌会员,高,价值用户,复购≥2次,11828.86,3.0,0.595988,会员专属权益(不主发券)
U001093,钻石会员,高,价值用户,复购≥2次,18915.32,2.0,0.595576,会员专属权益(不主发券)
U003039,银牌会员,高,价值用户,复购≥2次,47780.53,3.0,0.595542,会员专属权益(不主发券)
U004625,普通会员,高,价值用户,从未下单,15778.36,0.0,0.595531,会员专属权益(不主发券)
U000132,铜牌会员,高,价值用户,复购≥2次,19651.93,2.0,0.59501,会员专属权益(不主发券)
U000920,金牌会员,高,价值用户,复购≥2次,21068.2,2.0,0.594991,会员专属权益(不主发券)
U002087,银牌会员,高,价值用户,复购≥2次,19788.3,2.0,0.593512,会员专属权益(不主发券)
U004061,铜牌会员,高,价值用户,复购≥2次,16791.95,2.0,0.591875,会员专属权益(不主发券)
U003078,铜牌会员,高,价值用户,复购≥2次,18647.87,2.0,0.59172,会员专属权益(不主发券)
U001787,普通会员,高,价值用户,仅1单,17131.61,1.0,0.591473,会员专属权益(不主发券)
U001592,铜牌会员,高,价值用户,复购≥2次,15116.5,4.0,0.590683,会员专属权益(不主发券)
U000703,钻石会员,高,价值用户,仅1单,13692.39,1.0,0.58956,会员专属权益(不主发券)
U000598,铜牌会员,高,价值用户,复购≥2次,12912.59,2.0,0.589553,会员专属权益(不主发券)
U004246,金牌会员,高,价值用户,复购≥2次,22631.31,3.0,0.589426,会员专属权益(不主发券)
U004851,铜牌会员,高,价值用户,仅1单,29601.2,1.0,0.589057,会员专属权益(不主发券)
U000480,铜牌会员,高,价值用户,复购≥2次,25814.39,3.0,0.588865,会员专属权益(不主发券)
U004723,金牌会员,高,价值用户,仅1单,24026.18,1.0,0.587814,会员专属权益(不主发券)
U002685,铜牌会员,高,价值用户,复购≥2次,10361.25,2.0,0.586818,会员专属权益(不主发券)
U003887,金牌会员,高,价值用户,复购≥2次,27131.65,2.0,0.584871,会员专属权益(不主发券)
U000504,铜牌会员,高,价值用户,仅1单,12489.14,1.0,0.584191,会员专属权益(不主发券)
U003150,普通会员,高,价值用户,复购≥2次,14940.15,2.0,0.582045,会员专属权益(不主发券)
U002946,普通会员,高,价值用户,复购≥2次,21991.82,2.0,0.578424,会员专属权益(不主发券)
U002113,铜牌会员,高,价值用户,复购≥2次,42199.33,3.0,0.57719,会员专属权益(不主发券)
U001633,银牌会员,高,价值用户,仅1单,17642.34,1.0,0.577087,会员专属权益(不主发券)
U002820,普通会员,高,价值用户,复购≥2次,26031.92,2.0,0.574986,会员专属权益(不主发券)
U003966,铜牌会员,高,价值用户,仅1单,23731.04,1.0,0.572723,会员专属权益(不主发券)
U001707,银牌会员,高,价值用户,复购≥2次,36862.65,3.0,0.57266,会员专属权益(不主发券)
U001477,金牌会员,高,价值用户,复购≥2次,25854.53,2.0,0.570817,会员专属权益(不主发券)
U004016,铜牌会员,高,价值用户,复购≥2次,15324.04,3.0,0.569612,会员专属权益(不主发券)
U002914,铜牌会员,高,价值用户,仅1单,16267.87,1.0,0.569183,会员专属权益(不主发券)
U000705,银牌会员,高,价值用户,复购≥2次,14653.25,2.0,0.56825,会员专属权益(不主发券)
U004320,银牌会员,高,价值用户,复购≥2次,23233.92,2.0,0.567637,会员专属权益(不主发券)
U004566,铜牌会员,高,价值用户,复购≥2次,16207.78,2.0,0.567143,会员专属权益(不主发券)
U001297,银牌会员,高,价值用户,仅1单,12944.01,1.0,0.565098,会员专属权益(不主发券)
U004013,银牌会员,高,价值用户,复购≥2次,39441.52,2.0,0.563462,会员专属权益(不主发券)
U002766,铜牌会员,高,价值用户,仅1单,15744.31,1.0,0.562676,会员专属权益(不主发券)
U004359,普通会员,高,价值用户,仅1单,28764.51,1.0,0.561481,会员专属权益(不主发券)
U002020,金牌会员,高,价值用户,仅1单,19386.7,1.0,0.560525,会员专属权益(不主发券)
U002362,银牌会员,高,价值用户,从未下单,36583.0,0.0,0.559359,会员专属权益(不主发券)
U001615,金牌会员,高,价值用户,复购≥2次,11948.08,3.0,0.559316,会员专属权益(不主发券)
U003628,铜牌会员,高,价值用户,仅1单,10227.05,1.0,0.559038,会员专属权益(不主发券)
U003894,银牌会员,高,价值用户,仅1单,16306.48,1.0,0.557732,会员专属权益(不主发券)
U002116,银牌会员,高,价值用户,复购≥2次,39894.34,3.0,0.556276,会员专属权益(不主发券)
U001382,金牌会员,高,价值用户,仅1单,16542.02,1.0,0.554139,会员专属权益(不主发券)
U003036,普通会员,高,价值用户,复购≥2次,30498.43,2.0,0.553873,会员专属权益(不主发券)
U001343,铜牌会员,高,价值用户,复购≥2次,18435.34,5.0,0.552936,会员专属权益(不主发券)
U001260,铜牌会员,高,价值用户,从未下单,10790.93,0.0,0.552887,会员专属权益(不主发券)
U001867,铜牌会员,高,价值用户,复购≥2次,17886.02,2.0,0.552323,会员专属权益(不主发券)
U004048,普通会员,高,价值用户,复购≥2次,26516.95,5.0,0.55174,会员专属权益(不主发券)
U001148,铜牌会员,高,价值用户,复购≥2次,17104.62,2.0,0.55114,会员专属权益(不主发券)
U004855,普通会员,高,价值用户,复购≥2次,28543.67,4.0,0.549269,会员专属权益(不主发券)
U003189,普通会员,高,价值用户,复购≥2次,19783.74,4.0,0.549029,会员专属权益(不主发券)
U000251,普通会员,高,价值用户,仅1单,35625.91,1.0,0.547486,会员专属权益(不主发券)
U000865,银牌会员,高,价值用户,复购≥2次,18066.09,2.0,0.546251,会员专属权益(不主发券)
U001574,铜牌会员,高,价值用户,复购≥2次,17906.1,2.0,0.544901,会员专属权益(不主发券)
U004337,金牌会员,高,价值用户,仅1单,37954.73,1.0,0.544262,会员专属权益(不主发券)
U002873,铜牌会员,高,价值用户,从未下单,41338.97,0.0,0.543752,会员专属权益(不主发券)
U004029,金牌会员,高,价值用户,复购≥2次,12289.21,3.0,0.542817,会员专属权益(不主发券)
U004024,钻石会员,高,价值用户,复购≥2次,34407.15,2.0,0.541913,会员专属权益(不主发券)
U004700,铜牌会员,高,价值用户,仅1单,19648.16,1.0,0.541509,会员专属权益(不主发券)
U003857,铜牌会员,高,价值用户,复购≥2次,13040.15,2.0,0.540161,会员专属权益(不主发券)
U004801,普通会员,高,价值用户,仅1单,43803.89,1.0,0.538743,会员专属权益(不主发券)
U000510,铜牌会员,高,价值用户,复购≥2次,12053.77,3.0,0.537425,会员专属权益(不主发券)
U003495,银牌会员,高,价值用户,复购≥2次,14389.73,2.0,0.537175,会员专属权益(不主发券)
U003105,普通会员,高,价值用户,从未下单,19027.1,0.0,0.53637,会员专属权益(不主发券)
U003374,银牌会员,高,价值用户,复购≥2次,20014.91,3.0,0.535854,会员专属权益(不主发券)
U004629,金牌会员,高,价值用户,仅1单,14340.21,1.0,0.535326,会员专属权益(不主发券)
U000814,普通会员,高,价值用户,复购≥2次,12117.0,3.0,0.535048,会员专属权益(不主发券)
U002696,铜牌会员,高,价值用户,复购≥2次,13213.21,2.0,0.531528,会员专属权益(不主发券)
U004539,银牌会员,高,价值用户,复购≥2次,10501.81,3.0,0.531327,会员专属权益(不主发券)
U000112,银牌会员,高,价值用户,复购≥2次,10339.05,3.0,0.529665,会员专属权益(不主发券)
U000029,铜牌会员,高,价值用户,仅1单,20499.95,1.0,0.52963,会员专属权益(不主发券)
U003853,银牌会员,高,价值用户,复购≥2次,11928.46,2.0,0.529394,会员专属权益(不主发券)
U004703,金牌会员,高,价值用户,仅1单,14041.22,1.0,0.528831,会员专属权益(不主发券)
U003181,银牌会员,高,价值用户,从未下单,17307.64,0.0,0.52853,会员专属权益(不主发券)
U003159,普通会员,高,价值用户,复购≥2次,19785.49,3.0,0.527862,会员专属权益(不主发券)
U002000,铜牌会员,高,价值用户,复购≥2次,13668.77,3.0,0.524672,会员专属权益(不主发券)
U003399,铜牌会员,高,价值用户,复购≥2次,17154.59,2.0,0.523745,会员专属权益(不主发券)
U000537,铜牌会员,高,价值用户,复购≥2次,12731.87,2.0,0.522875,会员专属权益(不主发券)
U001185,银牌会员,高,价值用户,复购≥2次,11103.43,2.0,0.520641,会员专属权益(不主发券)
U004549,普通会员,高,价值用户,仅1单,18204.17,1.0,0.520118,会员专属权益(不主发券)
U001978,普通会员,高,价值用户,复购≥2次,12025.88,3.0,0.51981,会员专属权益(不主发券)
U004476,金牌会员,高,价值用户,复购≥2次,21316.71,2.0,0.518769,会员专属权益(不主发券)
U000800,普通会员,高,价值用户,仅1单,15610.67,1.0,0.518517,会员专属权益(不主发券)
U002906,铜牌会员,高,价值用户,仅1单,15824.98,1.0,0.512094,会员专属权益(不主发券)
U000928,铜牌会员,高,价值用户,仅1单,12796.46,1.0,0.510751,会员专属权益(不主发券)
