pool,product_id,product_name,category,price,conversion_rate,popularity_score,avg_review_score,avg_disc,sales_count
爆款高转化池,P000755,Roseonly礼品鲜花商品474,礼品鲜花,372.77,0.5,0.26,4.0,0.14821887233381045,9155
爆款高转化池,P000757,完美日记美妆护肤商品344,美妆护肤,1102.29,0.6,0.65,4.83,0.174343874495308,7839
爆款高转化池,P000759,圣象家居家装商品373,家居家装,508.53,0.5,0.45,4.0,0.15655052694330931,6929
爆款高转化池,P000760,三只松鼠食品生鲜商品164,食品生鲜,379.09,0.5556,0.63,4.0,0.20173112978444882,7412
爆款高转化池,P000761,中信出版社图书音像商品639,图书音像,831.26,0.5,0.64,4.4,0.09913785905730318,7703
爆款高转化池,P000764,百草味食品生鲜商品211,食品生鲜,173.12,0.5333,0.86,4.6,0.15290029467228308,1835
爆款高转化池,P000765,善存医药保健商品608,医药保健,158.99,0.4444,0.48,5.0,0.24102226683453262,3346
爆款高转化池,P000766,安踏运动户外商品400,运动户外,422.37,0.4545,0.67,5.0,0.14634356695944153,8870
爆款高转化池,P000769,麦富迪宠物用品商品954,宠物用品,947.97,0.4286,0.55,4.23,0.17864688831053213,5503
爆款高转化池,P000770,好奇母婴用品商品771,母婴用品,649.59,0.4,0.42,4.0,0.1670298481970959,5346
爆款高转化池,P000771,中信出版社图书音像商品781,图书音像,699.89,0.4,0.45,4.5,0.14353788703960463,8986
爆款高转化池,P000773,自然堂美妆护肤商品332,美妆护肤,994.27,0.8333,0.5,4.5,0.10774085223755386,4720
爆款高转化池,P000775,SK-II美妆护肤商品828,美妆护肤,1093.87,0.4,0.6,4.33,0.10573902740427085,2986
爆款高转化池,P000777,全友家居家居家装商品551,家居家装,267.8,0.5556,0.61,4.5,0.14934067803353876,3022
爆款高转化池,P000779,完美日记美妆护肤商品559,美妆护肤,1102.74,0.4545,0.82,4.5,0.12684712540917484,2663
爆款高转化池,P000780,骆驼运动户外商品224,运动户外,921.23,0.6,0.43,5.0,0.12885793833456166,6628
爆款高转化池,P000781,MK箱包配饰商品886,箱包配饰,153.93,0.5714,0.57,4.67,0.17811629239369905,7504
爆款高转化池,P000782,GUCCI箱包配饰商品259,箱包配饰,14.25,1.0,0.16,4.0,0.21039603960396033,8948
爆款高转化池,P000783,哥伦比亚运动户外商品762,运动户外,708.4,0.75,0.58,4.33,0.14462923526209642,7764
爆款高转化池,P000784,LV箱包配饰商品872,箱包配饰,980.88,1.0,0.57,4.17,0.14223491917634704,9399
爆款高转化池,P000785,米其林汽车用品商品918,汽车用品,4739.24,0.4444,0.77,4.5,0.1312961350412282,7243
爆款高转化池,P000786,顾家家居家居家装商品849,家居家装,484.19,0.5,0.66,5.0,0.12370991571428135,656
爆款高转化池,P000787,兰蔻美妆护肤商品415,美妆护肤,98.35,0.5714,0.47,4.5,0.1952073863670114,3610
爆款高转化池,P000788,博库网图书音像商品194,图书音像,333.1,0.5,0.48,4.0,0.2279530328044643,9963
爆款高转化池,P000789,固特异汽车用品商品697,汽车用品,4448.25,0.4,0.39,4.0,0.15246537083966202,4553
爆款高转化池,P000791,壳牌汽车用品商品624,汽车用品,3458.18,0.6667,0.5,4.5,0.14064504352213011,8035
爆款高转化池,P000794,金龙鱼食品生鲜商品459,食品生鲜,315.0,0.4,0.68,4.5,0.13330466163403518,7300
爆款高转化池,P000796,九芝堂医药保健商品922,医药保健,448.08,0.4286,0.54,4.0,0.14175997970234347,2683
爆款高转化池,P000798,冠能宠物用品商品247,宠物用品,215.71,0.5714,0.62,4.33,0.20209970622138704,7776
爆款高转化池,P000799,网易严选宠物用品商品167,宠物用品,933.82,0.6667,0.42,5.0,0.12247182658171145,9677
爆款高转化池,P000800,潮宏基珠宝首饰商品190,珠宝首饰,62.91,0.5,0.51,4.67,0.14707987720571247,4478
爆款高转化池,P000801,爱他美母婴用品商品669,母婴用品,467.5,0.5,0.38,4.23,0.16784349003202004,9304
爆款高转化池,P000802,老凤祥珠宝首饰商品304,珠宝首饰,412.71,0.4,0.37,5.0,0.1594171486139798,6254
爆款高转化池,P000803,五粮液食品生鲜商品143,食品生鲜,824.57,0.5,0.61,4.67,0.11535559725971362,4947
爆款高转化池,P000805,美的家用电器商品910,家用电器,518.35,0.6667,0.32,4.0,0.12994935369367258,4303
爆款高转化池,P000808,华为手机数码商品883,手机数码,2579.13,0.8571,0.5,4.25,0.08586844856041909,1093
爆款高转化池,P000810,花王母婴用品商品743,母婴用品,689.05,0.4,0.46,4.23,0.22219833674166015,1959
爆款高转化池,P000813,全友家居家居家装商品154,家居家装,279.94,0.4,0.62,4.67,0.1787077511616422,6873
爆款高转化池,P000816,周生生珠宝首饰商品713,珠宝首饰,1517.63,0.4444,0.6,4.0,0.1370984799927857,8908
爆款高转化池,P000818,金龙鱼食品生鲜商品198,食品生鲜,539.08,1.0,0.32,4.23,0.10870392667530937,5761
爆款高转化池,P000819,比瑞吉宠物用品商品113,宠物用品,145.58,0.7143,0.48,5.0,0.13687048301059682,4610
爆款高转化池,P000820,东鹏家居家装商品521,家居家装,346.91,0.6,0.66,4.4,0.14602336120220458,2671
爆款高转化池,P000821,耐克服装鞋包商品258,服装鞋包,1031.6,0.5714,0.54,4.67,0.14882501435689252,3087
爆款高转化池,P000822,周生生珠宝首饰商品527,珠宝首饰,947.96,0.5,0.52,5.0,0.14574538533062034,1251
爆款高转化池,P000823,H&M服装鞋包商品117,服装鞋包,985.06,0.5556,0.63,4.33,0.1521136835097553,5104
爆款高转化池,P000824,云南白药医药保健商品242,医药保健,818.87,0.7143,0.59,4.5,0.18433960689989076,9791
爆款高转化池,P000826,钙尔奇医药保健商品327,医药保健,137.43,0.4,0.76,4.0,0.12503289460882033,2332
爆款高转化池,P000827,Swisse医药保健商品414,医药保健,134.09,0.4,0.42,4.5,0.228725993977702,2133
爆款高转化池,P000829,优衣库服装鞋包商品893,服装鞋包,994.3,0.4,0.41,4.5,0.1591866829224795,7065
爆款高转化池,P000831,Roseonly礼品鲜花商品580,礼品鲜花,127.73,1.0,0.29,4.67,0.22819408786664389,4145
爆款高转化池,P000832,华为手机数码商品408,手机数码,5506.9,0.6667,0.52,4.25,0.15520157042611124,1581
爆款高转化池,P000833,周生生珠宝首饰商品716,珠宝首饰,450.53,0.4444,0.7,4.67,0.1633612990534209,3277
爆款高转化池,P000835,花点时间礼品鲜花商品460,礼品鲜花,168.95,0.5,0.32,4.5,0.16322189562130046,8202
爆款高转化池,P000837,皇家宠物用品商品641,宠物用品,224.83,0.4,0.65,4.5,0.11918489443930033,3138
爆款高转化池,P000839,瑞士军威箱包配饰商品616,箱包配饰,852.78,0.5,0.7,4.75,0.11330464936934434,7777
爆款高转化池,P000840,全友家居家居家装商品550,家居家装,676.79,0.4,0.46,5.0,0.12287662535915249,1758
爆款高转化池,P000841,完美日记美妆护肤商品488,美妆护肤,876.98,0.6,0.68,4.67,0.15383311583962628,8425
爆款高转化池,P000843,波司登服装鞋包商品212,服装鞋包,1063.47,0.6667,0.58,4.2,0.13988695913143792,8123
爆款高转化池,P000844,施华洛世奇珠宝首饰商品821,珠宝首饰,612.13,0.6667,0.49,4.67,0.1630697464663942,665
爆款高转化池,P000845,海澜之家服装鞋包商品605,服装鞋包,275.66,0.6667,0.51,4.33,0.19371543998079155,4646
爆款高转化池,P000847,小米家用电器商品397,家用电器,7887.22,0.5,0.57,4.0,0.08880414717526038,7011
爆款高转化池,P000849,雅诗兰黛美妆护肤商品790,美妆护肤,1008.71,0.4,0.43,4.0,0.1567373001998618,1723
爆款高转化池,P000851,H&M服装鞋包商品504,服装鞋包,831.22,0.6364,0.71,4.5,0.16183926905796087,9675
爆款高转化池,P000853,曲美家居家装商品709,家居家装,845.59,0.4545,0.74,4.33,0.1689555723952498,6623
爆款高转化池,P000854,耐克服装鞋包商品958,服装鞋包,878.17,0.75,0.4,4.0,0.18312131313789665,8177
爆款高转化池,P000856,东鹏家居家装商品782,家居家装,607.13,0.5556,0.62,4.67,0.14669090533095233,6626
爆款高转化池,P000859,米其林汽车用品商品130,汽车用品,1247.03,0.5,0.48,4.67,0.1242442029578904,865
爆款高转化池,P000860,冠能宠物用品商品610,宠物用品,681.33,0.7143,0.55,4.5,0.12755049044736713,2934
爆款高转化池,P000862,周生生珠宝首饰商品776,珠宝首饰,1515.64,0.4,0.38,4.0,0.17015211240674447,8064
爆款高转化池,P000864,中信出版社图书音像商品367,图书音像,547.01,0.7143,0.53,4.0,0.09862276627713609,8856
爆款高转化池,P000865,安踏运动户外商品882,运动户外,41.28,0.4286,0.5,4.5,0.0956970709243647,7051
爆款高转化池,P000867,新华书店图书音像商品136,图书音像,42.53,0.6,0.71,4.0,0.16391156601338935,9120
爆款高转化池,P000868,博世汽车用品商品823,汽车用品,1731.08,0.4545,0.7,4.67,0.17397009343774902,7056
爆款高转化池,P000869,自然堂美妆护肤商品832,美妆护肤,808.71,0.4286,0.47,5.0,0.12172100115444054,1792
爆款高转化池,P000870,施华洛世奇礼品鲜花商品602,礼品鲜花,663.48,0.75,0.44,4.5,0.06733074647875442,8837
爆款高转化池,P000871,诺誓礼品鲜花商品587,礼品鲜花,566.63,0.625,0.55,5.0,0.12100062685409176,2560
爆款高转化池,P000874,苹果手机数码商品704,手机数码,838.39,0.4,0.46,5.0,0.20123425314886695,6003
爆款高转化池,P000876,飞鹤母婴用品商品538,母婴用品,351.69,0.8,0.43,4.0,0.15266432522224013,5855
爆款高转化池,P000877,好奇母婴用品商品157,母婴用品,664.63,0.4,0.72,4.5,0.13818550383239872,4056
爆款高转化池,P000879,耐威克宠物用品商品217,宠物用品,344.22,0.5,0.37,4.5,0.0922002751266209,322
爆款高转化池,P000880,哥伦比亚运动户外商品138,运动户外,466.3,0.5,0.62,4.67,0.13947731568834654,6921
爆款高转化池,P000881,潘多拉礼品鲜花商品531,礼品鲜花,273.95,0.5,0.31,4.0,0.13359603406515738,7695
爆款高转化池,P000883,顾家家居家居家装商品927,家居家装,493.48,1.0,0.56,4.33,0.07881098992479228,3373
爆款高转化池,P000884,东鹏家居家装商品614,家居家装,813.34,0.5,0.77,4.67,0.16410501490918764,5563
爆款高转化池,P000887,麦富迪宠物用品商品394,宠物用品,272.5,0.4286,0.56,4.0,0.0793911414673498,4871
爆款高转化池,P000888,诺誓礼品鲜花商品923,礼品鲜花,233.63,0.6667,0.47,4.0,0.1586028879768212,1506
爆款高转化池,P000891,周生生珠宝首饰商品767,珠宝首饰,1656.29,0.4444,0.49,4.5,0.10818784082573739,8268
爆款高转化池,P000892,潘多拉珠宝首饰商品543,珠宝首饰,1343.74,0.75,0.35,4.5,0.16474836063373136,5133
爆款高转化池,P000895,米其林汽车用品商品690,汽车用品,4244.03,0.625,0.52,4.5,0.14950420842315876,7656
爆款高转化池,P000899,冠能宠物用品商品749,宠物用品,211.52,0.6,0.39,4.5,0.15276483039017189,6757
爆款高转化池,P000901,小米家用电器商品344,家用电器,1351.69,0.6364,0.72,5.0,0.08828041507629131,3144
爆款高转化池,P000904,格力家用电器商品379,家用电器,1523.23,0.6154,0.87,4.0,0.10748559973499064,4233
爆款高转化池,P000906,东阿阿胶医药保健商品901,医药保健,29.71,0.75,0.37,4.0,0.16851020650752363,1375
爆款高转化池,P000907,索菲亚家居家装商品987,家居家装,72.95,0.5,0.48,4.5,0.1323271411383461,6668
爆款高转化池,P000908,GUCCI箱包配饰商品787,箱包配饰,660.86,0.6,0.66,4.33,0.14050224188125565,1479
爆款高转化池,P000909,爱他美母婴用品商品341,母婴用品,120.81,0.5,0.36,4.23,0.18720346315830125,8196
爆款高转化池,P000911,潘多拉珠宝首饰商品608,珠宝首饰,1774.9,0.75,0.4,4.33,0.08902955198094642,3900
爆款高转化池,P000912,Roseonly礼品鲜花商品891,礼品鲜花,808.62,0.625,0.59,4.5,0.16082540539931806,5395
爆款高转化池,P000914,COACH箱包配饰商品323,箱包配饰,152.84,0.5,0.61,4.67,0.12351595944764941,2869
爆款高转化池,P000916,荣耀手机数码商品646,手机数码,3310.29,0.5556,0.67,4.0,0.094161980386327,1850
爆款高转化池,P000918,Samsonite箱包配饰商品471,箱包配饰,480.47,0.5455,0.69,4.0,0.12750852463731108,6025
爆款高转化池,P000920,苹果手机数码商品807,手机数码,7380.93,0.6667,0.27,4.0,0.1392259430586967,3926
爆款高转化池,P000921,福临门食品生鲜商品416,食品生鲜,642.56,0.5,0.46,5.0,0.1820702030504011,5945
爆款高转化池,P000923,贝因美母婴用品商品502,母婴用品,928.23,0.8182,0.74,4.71,0.13116054640221644,4186
爆款高转化池,P000924,百草味食品生鲜商品942,食品生鲜,759.1,0.5,0.61,4.33,0.17086635078308332,4872
爆款高转化池,P000927,人民邮电出版社图书音像商品522,图书音像,927.23,0.4545,0.68,4.33,0.08678595406132306,5451
爆款高转化池,P000931,云南白药医药保健商品564,医药保健,698.26,0.5,0.48,5.0,0.16982497068913371,853
爆款高转化池,P000933,一加手机数码商品304,手机数码,5212.22,0.6,0.69,4.67,0.13578335710122547,5140
爆款高转化池,P000937,良品铺子食品生鲜商品803,食品生鲜,597.09,0.4,0.34,5.0,0.13487107621961952,5367
爆款高转化池,P000938,潘多拉珠宝首饰商品303,珠宝首饰,214.58,0.4545,0.68,4.25,0.1370176745303634,6022
爆款高转化池,P000939,珀莱雅美妆护肤商品997,美妆护肤,785.77,0.4,0.86,4.67,0.1912254959184262,9345
爆款高转化池,P000940,美的家用电器商品123,家用电器,7423.34,0.4286,0.92,4.33,0.20458544638165682,3747
爆款高转化池,P000941,外交官箱包配饰商品573,箱包配饰,206.28,0.4,0.45,4.23,0.1278227082150914,2764
爆款高转化池,P000942,一加手机数码商品732,手机数码,3716.78,0.5,0.34,5.0,0.08330007721664642,4262
爆款高转化池,P000945,小佩宠物用品商品221,宠物用品,232.24,0.4,0.49,4.5,0.1843795060277248,3328
爆款高转化池,P000946,松下家用电器商品394,家用电器,6098.32,0.6667,0.77,4.2,0.13309993200917014,6259
爆款高转化池,P000947,珀莱雅美妆护肤商品976,美妆护肤,452.88,0.5333,0.92,4.6,0.15347185974702965,3531
爆款高转化池,P000948,耐威克宠物用品商品844,宠物用品,680.42,0.6667,0.57,4.4,0.09688597236461756,6853
爆款高转化池,P000950,蒙牛食品生鲜商品732,食品生鲜,456.47,0.6,0.37,4.0,0.11236102929752723,4068
爆款高转化池,P000951,东鹏家居家装商品187,家居家装,20.22,0.4286,0.56,5.0,0.1552414162796985,2182
爆款高转化池,P000952,网易严选宠物用品商品809,宠物用品,403.58,0.4286,0.43,4.67,0.1420796104129745,3476
爆款高转化池,P000954,百草味食品生鲜商品197,食品生鲜,561.43,0.4286,0.59,4.5,0.15411128233737045,853
爆款高转化池,P000956,3M汽车用品商品105,汽车用品,2402.43,0.6,0.42,4.5,0.13053071154800833,6241
爆款高转化池,P000957,福临门食品生鲜商品787,食品生鲜,377.19,0.5,0.7,4.25,0.14899913294658956,9167
爆款高转化池,P000960,马可波罗家居家装商品245,家居家装,267.8,0.5714,0.61,4.0,0.2018795754411231,5132
爆款高转化池,P000961,小米手机数码商品611,手机数码,7037.6,0.4,0.43,5.0,0.1772440991657088,4603
爆款高转化池,P000962,云南白药医药保健商品540,医药保健,290.1,0.6667,0.29,5.0,0.17656100645671804,4312
爆款高转化池,P000963,花点时间礼品鲜花商品629,礼品鲜花,319.88,0.4545,0.73,4.33,0.13056298258982857,2703
爆款高转化池,P000968,荣耀手机数码商品465,手机数码,7916.14,0.6667,0.28,5.0,0.1797701451046997,9189
爆款高转化池,P000970,海澜之家服装鞋包商品195,服装鞋包,447.28,0.7,0.67,4.75,0.14577397791304197,4654
爆款高转化池,P000971,SK-II美妆护肤商品867,美妆护肤,1042.04,0.8333,0.45,4.0,0.14294592258760053,4469
爆款高转化池,P000972,施华洛世奇礼品鲜花商品699,礼品鲜花,220.27,0.5,0.47,4.67,0.132732411397563,67
爆款高转化池,P000973,361度运动户外商品526,运动户外,921.21,0.4286,0.47,5.0,0.10674601042412124,4033
爆款高转化池,P000974,明牌珠宝首饰商品793,珠宝首饰,233.9,0.6,0.48,4.5,0.24807463731550827,5384
爆款高转化池,P000976,好奇母婴用品商品704,母婴用品,929.86,0.5,0.67,4.75,0.13648130865564403,1737
爆款高转化池,P000977,网易严选宠物用品商品257,宠物用品,38.59,0.5,0.44,4.67,0.13245653910612357,7540
爆款高转化池,P000978,小佩宠物用品商品564,宠物用品,632.07,0.4,0.36,4.0,0.1455714207774266,4412
爆款高转化池,P000982,宜家家居家装商品861,家居家装,80.02,0.4286,0.54,5.0,0.12256235781214604,9867
爆款高转化池,P000987,Samsonite箱包配饰商品467,箱包配饰,668.87,0.5,0.57,4.67,0.19953724207520293,6020
爆款高转化池,P000989,博库网图书音像商品676,图书音像,604.34,0.6,0.72,4.25,0.129234390731311,1478
爆款高转化池,P000992,人民邮电出版社图书音像商品329,图书音像,651.13,1.0,0.33,4.0,0.14546487189695428,2540
爆款高转化池,P000996,麦富迪宠物用品商品635,宠物用品,433.45,0.8333,0.52,4.25,0.09590692204888085,9314
爆款高转化池,P000998,帮宝适母婴用品商品196,母婴用品,470.01,0.6667,0.28,4.0,0.20577623723845953,9313
爆款高转化池,P001000,周大福珠宝首饰商品216,珠宝首饰,1494.01,0.6667,0.31,5.0,0.14991398316449742,7583
爆款高转化池,P001005,百草味食品生鲜商品544,食品生鲜,539.03,0.5,0.44,4.5,0.12338777163938681,95
爆款高转化池,P001008,东阿阿胶医药保健商品410,医药保健,622.31,0.5,0.86,4.43,0.1562397103589023,5910
爆款高转化池,P001010,雅诗兰黛美妆护肤商品295,美妆护肤,268.23,0.5714,0.48,4.67,0.20666673754655598,260
爆款高转化池,P001011,Swisse医药保健商品979,医药保健,36.55,0.4444,0.64,4.23,0.1620963252029481,7882
爆款高转化池,P001013,海尔家用电器商品408,家用电器,6272.91,0.5833,0.88,4.4,0.17688150481589582,2427
爆款高转化池,P001015,东阿阿胶医药保健商品596,医药保健,476.77,0.6667,0.38,4.0,0.0752952255631958,7364
爆款高转化池,P001016,野兽派礼品鲜花商品306,礼品鲜花,301.88,0.7778,0.62,4.4,0.09183234913717046,6418
爆款高转化池,P001017,三星手机数码商品108,手机数码,1269.98,0.4286,0.51,4.0,0.13979658894043615,7074
爆款高转化池,P001019,三只松鼠食品生鲜商品599,食品生鲜,405.68,0.5,0.69,4.5,0.14851836164515536,8410
爆款高转化池,P001020,施华洛世奇礼品鲜花商品726,礼品鲜花,935.93,0.5,0.57,4.5,0.07185241039800251,7993
爆款高转化池,P001021,美的家用电器商品640,家用电器,642.65,0.5,0.37,4.67,0.1289479027873427,9443
爆款高转化池,P001024,人民邮电出版社图书音像商品546,图书音像,30.6,0.4286,0.55,4.5,0.1419916288894961,4718
爆款高转化池,P001025,Swisse医药保健商品580,医药保健,350.41,0.5714,0.51,4.0,0.16991573399962717,3802
爆款高转化池,P001026,探路者运动户外商品701,运动户外,909.98,0.4,0.53,4.5,0.12223206580990649,5556
爆款高转化池,P001027,MK箱包配饰商品234,箱包配饰,884.34,0.5455,0.7,4.5,0.12411423141418454,6395
爆款高转化池,P001029,野兽派礼品鲜花商品389,礼品鲜花,693.79,0.6667,0.37,5.0,0.2127159394532777,1412
爆款高转化池,P001031,诺誓礼品鲜花商品203,礼品鲜花,795.55,0.4,0.48,4.5,0.12274149886521588,8089
爆款高转化池,P001032,蒙牛食品生鲜商品314,食品生鲜,561.26,0.7143,0.56,4.6,0.17062392118999356,297
爆款高转化池,P001033,索菲亚家居家装商品465,家居家装,680.16,0.6,0.49,4.0,0.10459081043398558,2862
爆款高转化池,P001034,皇家宠物用品商品926,宠物用品,73.03,0.75,0.44,5.0,0.15588342839484995,7055
爆款高转化池,P001035,耐克服装鞋包商品223,服装鞋包,1145.86,0.5714,0.5,4.23,0.09951658457731134,7968
爆款高转化池,P001038,施华洛世奇礼品鲜花商品206,礼品鲜花,709.34,0.5,0.54,4.5,0.14919793383944774,7173
爆款高转化池,P001040,周生生珠宝首饰商品943,珠宝首饰,1146.82,0.5,0.36,5.0,0.1538954906766809,8311
爆款高转化池,P001041,H&M服装鞋包商品745,服装鞋包,280.22,0.4286,0.54,4.33,0.14657499330056148,3365
爆款高转化池,P001042,GUCCI箱包配饰商品260,箱包配饰,731.07,0.4444,0.59,4.75,0.192367357174002,7233
爆款高转化池,P001045,麦富迪宠物用品商品549,宠物用品,969.94,0.5,0.53,4.33,0.18722530441170585,107
爆款高转化池,P001046,苏泊尔家用电器商品449,家用电器,2650.69,0.75,0.3,4.33,0.19433073713370355,2805
爆款高转化池,P001047,阿迪达斯服装鞋包商品481,服装鞋包,1444.64,0.5,0.32,4.23,0.2495194211593163,6799
爆款高转化池,P001048,曲美家居家装商品255,家居家装,755.67,0.4,0.66,4.5,0.12929914405488135,8677
爆款高转化池,P001049,美赞臣母婴用品商品241,母婴用品,803.75,0.4167,0.64,4.5,0.15479841678586473,6773
爆款高转化池,P001051,施华洛世奇珠宝首饰商品130,珠宝首饰,913.03,0.4,0.43,4.23,0.15188321134987443,162
爆款高转化池,P001052,钙尔奇医药保健商品186,医药保健,344.92,0.7,0.71,4.6,0.1563130556676035,6580
爆款高转化池,P001053,老凤祥珠宝首饰商品544,珠宝首饰,169.86,0.5,0.71,4.0,0.1419679292540252,607
爆款高转化池,P001054,米其林汽车用品商品688,汽车用品,933.57,0.5,0.99,4.0,0.1442256411767275,8516
爆款高转化池,P001055,福临门食品生鲜商品511,食品生鲜,886.93,0.4444,0.5,4.0,0.15638857407453616,9070
爆款高转化池,P001057,vivo手机数码商品640,手机数码,5078.01,0.4,0.5,4.0,0.10549634837822959,2406
爆款高转化池,P001060,COACH箱包配饰商品894,箱包配饰,205.32,0.6,0.52,4.5,0.10898295581142443,4940
爆款高转化池,P001061,优衣库服装鞋包商品650,服装鞋包,702.26,0.4444,0.69,5.0,0.12464854336035429,2064
爆款高转化池,P001066,网易严选宠物用品商品365,宠物用品,630.72,0.4286,0.48,4.0,0.13260746311194077,5807
爆款高转化池,P001068,博库网图书音像商品686,图书音像,739.49,0.5,0.36,5.0,0.11913835688086499,7424
爆款高转化池,P001070,施华洛世奇礼品鲜花商品742,礼品鲜花,668.87,0.5,0.42,4.0,0.1463812042246091,9757
爆款高转化池,P001071,戴森家用电器商品406,家用电器,2634.02,0.5,0.69,4.5,0.1763548800123799,9384
爆款高转化池,P001072,米其林汽车用品商品831,汽车用品,3332.49,0.7778,0.55,4.4,0.18635526385792436,4057
爆款高转化池,P001073,海澜之家服装鞋包商品628,服装鞋包,1185.62,0.5,0.54,4.67,0.13830574875960183,5919
爆款高转化池,P001074,当当图书音像商品250,图书音像,714.52,0.5,0.34,4.5,0.19981191518727962,6751
爆款高转化池,P001077,帮宝适母婴用品商品992,母婴用品,271.06,0.5714,0.46,4.67,0.1589018393709444,8172
爆款高转化池,P001079,九芝堂医药保健商品943,医药保健,171.21,1.0,0.26,4.23,0.07287233799977862,8286
爆款高转化池,P001080,薇诺娜美妆护肤商品828,美妆护肤,942.54,0.5,0.63,4.0,0.14293328447100645,8408
爆款高转化池,P001082,小米手机数码商品672,手机数码,3269.99,1.0,0.22,5.0,0.18676152845223892,1945
爆款高转化池,P001084,三只松鼠食品生鲜商品635,食品生鲜,161.77,0.4167,0.74,4.4,0.13812250841818832,6086
爆款高转化池,P001085,金龙鱼食品生鲜商品410,食品生鲜,301.04,0.75,0.35,4.0,0.06180427153970139,458
爆款高转化池,P001086,老凤祥珠宝首饰商品245,珠宝首饰,1578.4,0.5,0.57,4.5,0.1591931520490042,6910
爆款高转化池,P001089,强生母婴用品商品686,母婴用品,316.6,0.4,0.44,4.23,0.12963035958877933,7411
爆款高转化池,P001091,SK-II美妆护肤商品616,美妆护肤,1291.1,0.5,0.4,4.5,0.1538417089604504,7371
爆款高转化池,P001092,海康威视汽车用品商品252,汽车用品,6997.59,0.4,0.41,5.0,0.18575802487127355,5328
爆款高转化池,P001094,宜家家居家装商品786,家居家装,891.14,0.4,0.32,4.0,0.17599513790579005,4544
爆款高转化池,P001095,壳牌汽车用品商品986,汽车用品,1742.11,0.4,0.37,5.0,0.14060185018873464,406
爆款高转化池,P001096,施华洛世奇礼品鲜花商品915,礼品鲜花,773.88,0.4444,0.7,4.33,0.16573506799779292,5060
爆款高转化池,P001097,李宁运动户外商品759,运动户外,563.76,0.4,0.71,4.0,0.15231716304200066,3152
爆款高转化池,P001098,潘多拉礼品鲜花商品690,礼品鲜花,760.04,0.4286,0.57,5.0,0.1426089277174128,9342
爆款高转化池,P001102,马可波罗家居家装商品703,家居家装,54.53,0.6,0.96,4.6,0.11570578998039906,381
爆款高转化池,P001105,361度运动户外商品392,运动户外,152.59,0.6,0.39,4.0,0.1769587262046921,4187
爆款高转化池,P001106,周生生珠宝首饰商品257,珠宝首饰,648.25,0.5556,0.63,4.6,0.1530186542817898,6672
爆款高转化池,P001107,米其林汽车用品商品160,汽车用品,5108.57,0.6,0.41,4.67,0.19652686767162963,5329
爆款高转化池,P001108,雅诗兰黛美妆护肤商品830,美妆护肤,164.08,0.4444,0.64,4.0,0.10320855544552081,6388
爆款高转化池,P001109,海澜之家服装鞋包商品245,服装鞋包,855.0,0.6,0.48,4.5,0.20176713888387526,5311
爆款高转化池,P001110,福临门食品生鲜商品947,食品生鲜,900.51,0.4444,0.66,4.33,0.16877333549152626,849
爆款高转化池,P001111,西门子家用电器商品870,家用电器,4977.53,0.4,0.52,5.0,0.18075242978372147,3874
爆款高转化池,P001112,中信出版社图书音像商品870,图书音像,509.38,0.6,0.38,5.0,0.22672793239556607,1885
爆款高转化池,P001113,三只松鼠食品生鲜商品425,食品生鲜,470.18,0.4,0.5,4.5,0.2276179702747681,6669
爆款高转化池,P001117,福临门食品生鲜商品556,食品生鲜,93.07,0.4167,0.77,5.0,0.1629405556871839,8199
爆款高转化池,P001118,格力家用电器商品482,家用电器,4553.3,0.4444,0.53,4.0,0.11839969371555822,2755
爆款高转化池,P001121,米其林汽车用品商品100,汽车用品,951.31,0.625,0.57,5.0,0.18403570929498778,7900
爆款高转化池,P001123,麦富迪宠物用品商品699,宠物用品,842.28,0.6667,0.29,5.0,0.18975445926934098,4609
爆款高转化池,P001126,同仁堂医药保健商品999,医药保健,437.64,0.5714,0.53,4.5,0.1461424704250039,8270
爆款高转化池,P001127,施华洛世奇珠宝首饰商品798,珠宝首饰,1893.55,0.5,0.47,4.5,0.12616744618751474,4282
爆款高转化池,P001128,明牌珠宝首饰商品379,珠宝首饰,529.56,0.5,0.51,5.0,0.17566682719873775,5269
爆款高转化池,P001129,曲美家居家装商品570,家居家装,959.4,0.6667,0.76,4.5,0.1619059387432999,5381
爆款高转化池,P001130,小米手机数码商品761,手机数码,7416.93,0.4444,0.56,4.33,0.12294394249585494,9974
爆款高转化池,P001132,迪卡侬运动户外商品880,运动户外,398.86,0.6,0.64,4.0,0.15414111851725248,1329
爆款高转化池,P001133,周生生珠宝首饰商品651,珠宝首饰,110.35,0.4286,0.53,4.0,0.11978997233587177,7293
爆款高转化池,P001135,网易严选宠物用品商品496,宠物用品,185.41,0.4286,0.44,4.0,0.15393701792580658,138
爆款高转化池,P001137,OPPO手机数码商品860,手机数码,648.36,0.6667,0.47,5.0,0.13511099972015528,4606
爆款高转化池,P001142,阿迪达斯服装鞋包商品682,服装鞋包,1025.63,0.5,0.52,4.0,0.18141192480944446,2793
爆款高转化池,P001145,自然堂美妆护肤商品683,美妆护肤,1718.18,0.5714,0.51,4.25,0.11528164757522083,8570
爆款高转化池,P001147,同仁堂医药保健商品797,医药保健,564.51,0.5,0.44,4.0,0.08755320194080878,7437
爆款高转化池,P001148,一加手机数码商品756,手机数码,5548.25,0.4286,0.48,4.0,0.16356943207933636,849
