user_id,tier,top_category,pool,rec_rank,product_id,product_name
U001758,高意向,家用电器,爆款高转化池,4,P001013,海尔家用电器商品408
U001758,高意向,家用电器,爆款高转化池,5,P000285,格力家用电器商品762
U002134,高意向,手机数码,爆款高转化池,1,P000808,华为手机数码商品883
U002134,高意向,手机数码,爆款高转化池,2,P001509,三星手机数码商品747
U002134,高意向,手机数码,爆款高转化池,3,P000688,华为手机数码商品474
U002134,高意向,手机数码,爆款高转化池,4,P000498,三星手机数码商品800
U002134,高意向,手机数码,爆款高转化池,5,P001082,小米手机数码商品672
U004291,高意向,服装鞋包,爆款高转化池,1,P001734,ZARA服装鞋包商品462
U004291,高意向,服装鞋包,爆款高转化池,2,P001740,耐克服装鞋包商品217
U004291,高意向,服装鞋包,爆款高转化池,3,P001694,优衣库服装鞋包商品426
U004291,高意向,服装鞋包,爆款高转化池,4,P000314,耐克服装鞋包商品620
U004291,高意向,服装鞋包,爆款高转化池,5,P000970,海澜之家服装鞋包商品195
U001936,高意向,美妆护肤,爆款高转化池,1,P000532,珀莱雅美妆护肤商品523
U001936,高意向,美妆护肤,爆款高转化池,2,P000773,自然堂美妆护肤商品332
U001936,高意向,美妆护肤,爆款高转化池,3,P000947,珀莱雅美妆护肤商品976
U001936,高意向,美妆护肤,爆款高转化池,4,P000971,SK-II美妆护肤商品867
U001936,高意向,美妆护肤,爆款高转化池,5,P001402,珀莱雅美妆护肤商品932
U003278,高意向,汽车用品,爆款高转化池,1,P001927,米其林汽车用品商品720
U003278,高意向,汽车用品,爆款高转化池,2,P001490,壳牌汽车用品商品142
U003278,高意向,汽车用品,爆款高转化池,3,P000410,固特异汽车用品商品584
U003278,高意向,汽车用品,爆款高转化池,4,P001675,3M汽车用品商品220
U003278,高意向,汽车用品,爆款高转化池,5,P000547,卡仕达汽车用品商品137
U004581,高意向,宠物用品,爆款高转化池,1,P000750,冠能宠物用品商品494
U004581,高意向,宠物用品,爆款高转化池,2,P000035,皇家宠物用品商品286
U004581,高意向,宠物用品,爆款高转化池,3,P001710,网易严选宠物用品商品732
U004581,高意向,宠物用品,爆款高转化池,4,P000996,麦富迪宠物用品商品635
U004581,高意向,宠物用品,爆款高转化池,5,P000462,冠能宠物用品商品709
U004964,高意向,家居家装,爆款高转化池,1,P000883,顾家家居家居家装商品927
U004964,高意向,家居家装,爆款高转化池,2,P000221,曲美家居家装商品318
U004964,高意向,家居家装,爆款高转化池,3,P001102,马可波罗家居家装商品703
U004964,高意向,家居家装,爆款高转化池,4,P001151,宜家家居家装商品838
U004964,高意向,家居家装,爆款高转化池,5,P001129,曲美家居家装商品570
U000817,高意向,食品生鲜,爆款高转化池,1,P000080,伊利食品生鲜商品963
U000817,高意向,食品生鲜,爆款高转化池,2,P001955,百草味食品生鲜商品833
U000817,高意向,食品生鲜,爆款高转化池,3,P000818,金龙鱼食品生鲜商品198
U000817,高意向,食品生鲜,爆款高转化池,4,P001304,五粮液食品生鲜商品181
U000817,高意向,食品生鲜,爆款高转化池,5,P001988,良品铺子食品生鲜商品482
U001082,高意向,珠宝首饰,爆款高转化池,1,P000538,老凤祥珠宝首饰商品443
U001082,高意向,珠宝首饰,爆款高转化池,2,P000126,周生生珠宝首饰商品232
U001082,高意向,珠宝首饰,爆款高转化池,3,P001784,老凤祥珠宝首饰商品799
U001082,高意向,珠宝首饰,爆款高转化池,4,P000192,老凤祥珠宝首饰商品808
U001082,高意向,珠宝首饰,爆款高转化池,5,P000551,老凤祥珠宝首饰商品566
U003930,高意向,家居家装,爆款高转化池,1,P000883,顾家家居家居家装商品927
U003930,高意向,家居家装,爆款高转化池,2,P000221,曲美家居家装商品318
U003930,高意向,家居家装,爆款高转化池,3,P001102,马可波罗家居家装商品703
U003930,高意向,家居家装,爆款高转化池,4,P001151,宜家家居家装商品838
U003930,高意向,家居家装,爆款高转化池,5,P001129,曲美家居家装商品570
U003954,高意向,珠宝首饰,爆款高转化池,1,P000538,老凤祥珠宝首饰商品443
U003954,高意向,珠宝首饰,爆款高转化池,2,P000126,周生生珠宝首饰商品232
U003954,高意向,珠宝首饰,爆款高转化池,3,P001784,老凤祥珠宝首饰商品799
U003954,高意向,珠宝首饰,爆款高转化池,4,P000192,老凤祥珠宝首饰商品808
U003954,高意向,珠宝首饰,爆款高转化池,5,P000551,老凤祥珠宝首饰商品566
U002600,高意向,汽车用品,爆款高转化池,1,P001927,米其林汽车用品商品720
U002600,高意向,汽车用品,爆款高转化池,2,P001490,壳牌汽车用品商品142
U002600,高意向,汽车用品,爆款高转化池,3,P000410,固特异汽车用品商品584
U002600,高意向,汽车用品,爆款高转化池,4,P001675,3M汽车用品商品220
U002600,高意向,汽车用品,爆款高转化池,5,P000547,卡仕达汽车用品商品137
U001684,高意向,服装鞋包,爆款高转化池,1,P001734,ZARA服装鞋包商品462
U001684,高意向,服装鞋包,爆款高转化池,2,P001740,耐克服装鞋包商品217
U001684,高意向,服装鞋包,爆款高转化池,3,P001694,优衣库服装鞋包商品426
U001684,高意向,服装鞋包,爆款高转化池,4,P000314,耐克服装鞋包商品620
U001684,高意向,服装鞋包,爆款高转化池,5,P000970,海澜之家服装鞋包商品195
U003467,高意向,图书音像,爆款高转化池,1,P001182,当当图书音像商品607
U003467,高意向,图书音像,爆款高转化池,2,P000992,人民邮电出版社图书音像商品329
U003467,高意向,图书音像,爆款高转化池,3,P001207,京东图书图书音像商品505
U003467,高意向,图书音像,爆款高转化池,4,P001242,人民邮电出版社图书音像商品170
U003467,高意向,图书音像,爆款高转化池,5,P001223,京东图书图书音像商品628
U004486,高意向,服装鞋包,爆款高转化池,1,P001734,ZARA服装鞋包商品462
U004486,高意向,服装鞋包,爆款高转化池,2,P001740,耐克服装鞋包商品217
U004486,高意向,服装鞋包,爆款高转化池,3,P001694,优衣库服装鞋包商品426
U004486,高意向,服装鞋包,爆款高转化池,4,P000314,耐克服装鞋包商品620
U004486,高意向,服装鞋包,爆款高转化池,5,P000970,海澜之家服装鞋包商品195
U000495,高意向,手机数码,爆款高转化池,1,P000808,华为手机数码商品883
U000495,高意向,手机数码,爆款高转化池,2,P001509,三星手机数码商品747
U000495,高意向,手机数码,爆款高转化池,3,P000688,华为手机数码商品474
U000495,高意向,手机数码,爆款高转化池,4,P000498,三星手机数码商品800
U000495,高意向,手机数码,爆款高转化池,5,P001082,小米手机数码商品672
U000799,高意向,母婴用品,爆款高转化池,1,P000923,贝因美母婴用品商品502
U000799,高意向,母婴用品,爆款高转化池,2,P001341,花王母婴用品商品597
U000799,高意向,母婴用品,爆款高转化池,3,P001282,花王母婴用品商品885
U000799,高意向,母婴用品,爆款高转化池,4,P000310,强生母婴用品商品283
U000799,高意向,母婴用品,爆款高转化池,5,P000627,帮宝适母婴用品商品545
U003826,高意向,手机数码,爆款高转化池,1,P000808,华为手机数码商品883
U003826,高意向,手机数码,爆款高转化池,2,P001509,三星手机数码商品747
U003826,高意向,手机数码,爆款高转化池,3,P000688,华为手机数码商品474
U003826,高意向,手机数码,爆款高转化池,4,P000498,三星手机数码商品800
U003826,高意向,手机数码,爆款高转化池,5,P001082,小米手机数码商品672
U000189,高意向,宠物用品,爆款高转化池,1,P000750,冠能宠物用品商品494
U000189,高意向,宠物用品,爆款高转化池,2,P000035,皇家宠物用品商品286
U000189,高意向,宠物用品,爆款高转化池,3,P001710,网易严选宠物用品商品732
U000189,高意向,宠物用品,爆款高转化池,4,P000996,麦富迪宠物用品商品635
U000189,高意向,宠物用品,爆款高转化池,5,P000462,冠能宠物用品商品709
U000420,高意向,图书音像,爆款高转化池,1,P001182,当当图书音像商品607
U000420,高意向,图书音像,爆款高转化池,2,P000992,人民邮电出版社图书音像商品329
U000420,高意向,图书音像,爆款高转化池,3,P001207,京东图书图书音像商品505
U000420,高意向,图书音像,爆款高转化池,4,P001242,人民邮电出版社图书音像商品170
U000420,高意向,图书音像,爆款高转化池,5,P001223,京东图书图书音像商品628
U001071,高意向,家居家装,爆款高转化池,1,P000883,顾家家居家居家装商品927
U001071,高意向,家居家装,爆款高转化池,2,P000221,曲美家居家装商品318
U001071,高意向,家居家装,爆款高转化池,3,P001102,马可波罗家居家装商品703
U001071,高意向,家居家装,爆款高转化池,4,P001151,宜家家居家装商品838
U001071,高意向,家居家装,爆款高转化池,5,P001129,曲美家居家装商品570
U002421,高意向,家用电器,爆款高转化池,1,P000904,格力家用电器商品379
U002421,高意向,家用电器,爆款高转化池,2,P000206,美的家用电器商品467
U002421,高意向,家用电器,爆款高转化池,3,P000946,松下家用电器商品394
U002421,高意向,家用电器,爆款高转化池,4,P001013,海尔家用电器商品408
U002421,高意向,家用电器,爆款高转化池,5,P000285,格力家用电器商品762
U002718,高意向,食品生鲜,爆款高转化池,1,P000080,伊利食品生鲜商品963
U002718,高意向,食品生鲜,爆款高转化池,2,P001955,百草味食品生鲜商品833
U002718,高意向,食品生鲜,爆款高转化池,3,P000818,金龙鱼食品生鲜商品198
U002718,高意向,食品生鲜,爆款高转化池,4,P001304,五粮液食品生鲜商品181
U002718,高意向,食品生鲜,爆款高转化池,5,P001988,良品铺子食品生鲜商品482
U002888,高意向,医药保健,爆款高转化池,1,P000094,钙尔奇医药保健商品391
U002888,高意向,医药保健,爆款高转化池,2,P001052,钙尔奇医药保健商品186
U002888,高意向,医药保健,爆款高转化池,3,P001079,九芝堂医药保健商品943
U002888,高意向,医药保健,爆款高转化池,4,P000375,东阿阿胶医药保健商品523
U002888,高意向,医药保健,爆款高转化池,5,P000355,云南白药医药保健商品473
U004658,高意向,礼品鲜花,爆款高转化池,1,P001016,野兽派礼品鲜花商品306
U004658,高意向,礼品鲜花,爆款高转化池,2,P000831,Roseonly礼品鲜花商品580
U004658,高意向,礼品鲜花,爆款高转化池,3,P001489,诺誓礼品鲜花商品189
U004658,高意向,礼品鲜花,爆款高转化池,4,P000018,诺誓礼品鲜花商品463
U004658,高意向,礼品鲜花,爆款高转化池,5,P001157,施华洛世奇礼品鲜花商品442
U000959,高意向,图书音像,爆款高转化池,1,P001182,当当图书音像商品607
U000959,高意向,图书音像,爆款高转化池,2,P000992,人民邮电出版社图书音像商品329
U000959,高意向,图书音像,爆款高转化池,3,P001207,京东图书图书音像商品505
U000959,高意向,图书音像,爆款高转化池,4,P001242,人民邮电出版社图书音像商品170
U000959,高意向,图书音像,爆款高转化池,5,P001223,京东图书图书音像商品628
U003476,高意向,医药保健,爆款高转化池,1,P000094,钙尔奇医药保健商品391
U003476,高意向,医药保健,爆款高转化池,2,P001052,钙尔奇医药保健商品186
U003476,高意向,医药保健,爆款高转化池,3,P001079,九芝堂医药保健商品943
U003476,高意向,医药保健,爆款高转化池,4,P000375,东阿阿胶医药保健商品523
U003476,高意向,医药保健,爆款高转化池,5,P000355,云南白药医药保健商品473
U000026,高意向,礼品鲜花,爆款高转化池,1,P001016,野兽派礼品鲜花商品306
U000026,高意向,礼品鲜花,爆款高转化池,2,P000831,Roseonly礼品鲜花商品580
U000026,高意向,礼品鲜花,爆款高转化池,3,P001489,诺誓礼品鲜花商品189
U000026,高意向,礼品鲜花,爆款高转化池,4,P000018,诺誓礼品鲜花商品463
U000026,高意向,礼品鲜花,爆款高转化池,5,P001157,施华洛世奇礼品鲜花商品442
U003266,高意向,图书音像,爆款高转化池,1,P001182,当当图书音像商品607
U003266,高意向,图书音像,爆款高转化池,2,P000992,人民邮电出版社图书音像商品329
U003266,高意向,图书音像,爆款高转化池,3,P001207,京东图书图书音像商品505
U003266,高意向,图书音像,爆款高转化池,4,P001242,人民邮电出版社图书音像商品170
U003266,高意向,图书音像,爆款高转化池,5,P001223,京东图书图书音像商品628
U004471,高意向,服装鞋包,爆款高转化池,1,P001734,ZARA服装鞋包商品462
U004471,高意向,服装鞋包,爆款高转化池,2,P001740,耐克服装鞋包商品217
U004471,高意向,服装鞋包,爆款高转化池,3,P001694,优衣库服装鞋包商品426
U004471,高意向,服装鞋包,爆款高转化池,4,P000314,耐克服装鞋包商品620
U004471,高意向,服装鞋包,爆款高转化池,5,P000970,海澜之家服装鞋包商品195
U001332,高意向,母婴用品,爆款高转化池,1,P000923,贝因美母婴用品商品502
U001332,高意向,母婴用品,爆款高转化池,2,P001341,花王母婴用品商品597
U001332,高意向,母婴用品,爆款高转化池,3,P001282,花王母婴用品商品885
U001332,高意向,母婴用品,爆款高转化池,4,P000310,强生母婴用品商品283
U001332,高意向,母婴用品,爆款高转化池,5,P000627,帮宝适母婴用品商品545
U001478,高意向,服装鞋包,爆款高转化池,1,P001734,ZARA服装鞋包商品462
U001478,高意向,服装鞋包,爆款高转化池,2,P001740,耐克服装鞋包商品217
U001478,高意向,服装鞋包,爆款高转化池,3,P001694,优衣库服装鞋包商品426
U001478,高意向,服装鞋包,爆款高转化池,4,P000314,耐克服装鞋包商品620
U001478,高意向,服装鞋包,爆款高转化池,5,P000970,海澜之家服装鞋包商品195
U001916,高意向,家用电器,爆款高转化池,1,P000904,格力家用电器商品379
U001916,高意向,家用电器,爆款高转化池,2,P000206,美的家用电器商品467
U001916,高意向,家用电器,爆款高转化池,3,P000946,松下家用电器商品394
U001916,高意向,家用电器,爆款高转化池,4,P001013,海尔家用电器商品408
U001916,高意向,家用电器,爆款高转化池,5,P000285,格力家用电器商品762
U004666,高意向,食品生鲜,爆款高转化池,1,P000080,伊利食品生鲜商品963
U004666,高意向,食品生鲜,爆款高转化池,2,P001955,百草味食品生鲜商品833
U004666,高意向,食品生鲜,爆款高转化池,3,P000818,金龙鱼食品生鲜商品198
U004666,高意向,食品生鲜,爆款高转化池,4,P001304,五粮液食品生鲜商品181
U004666,高意向,食品生鲜,爆款高转化池,5,P001988,良品铺子食品生鲜商品482
U002781,高意向,手机数码,爆款高转化池,1,P000808,华为手机数码商品883
U002781,高意向,手机数码,爆款高转化池,2,P001509,三星手机数码商品747
U002781,高意向,手机数码,爆款高转化池,3,P000688,华为手机数码商品474
U002781,高意向,手机数码,爆款高转化池,4,P000498,三星手机数码商品800
U002781,高意向,手机数码,爆款高转化池,5,P001082,小米手机数码商品672
U004908,高意向,礼品鲜花,爆款高转化池,1,P001016,野兽派礼品鲜花商品306
U004908,高意向,礼品鲜花,爆款高转化池,2,P000831,Roseonly礼品鲜花商品580
U004908,高意向,礼品鲜花,爆款高转化池,3,P001489,诺誓礼品鲜花商品189
U004908,高意向,礼品鲜花,爆款高转化池,4,P000018,诺誓礼品鲜花商品463
U004908,高意向,礼品鲜花,爆款高转化池,5,P001157,施华洛世奇礼品鲜花商品442
U000553,高意向,运动户外,爆款高转化池,1,P001787,361度运动户外商品484
U000553,高意向,运动户外,爆款高转化池,2,P001427,骆驼运动户外商品702
U000553,高意向,运动户外,爆款高转化池,3,P000783,哥伦比亚运动户外商品762
U000553,高意向,运动户外,爆款高转化池,4,P000134,哥伦比亚运动户外商品544
U000553,高意向,运动户外,爆款高转化池,5,P000168,李宁运动户外商品543
U003947,高意向,母婴用品,爆款高转化池,1,P000923,贝因美母婴用品商品502
U003947,高意向,母婴用品,爆款高转化池,2,P001341,花王母婴用品商品597
U003947,高意向,母婴用品,爆款高转化池,3,P001282,花王母婴用品商品885
U003947,高意向,母婴用品,爆款高转化池,4,P000310,强生母婴用品商品283
U003947,高意向,母婴用品,爆款高转化池,5,P000627,帮宝适母婴用品商品545
U004129,高意向,医药保健,爆款高转化池,1,P000094,钙尔奇医药保健商品391
U004129,高意向,医药保健,爆款高转化池,2,P001052,钙尔奇医药保健商品186
U004129,高意向,医药保健,爆款高转化池,3,P001079,九芝堂医药保健商品943
U004129,高意向,医药保健,爆款高转化池,4,P000375,东阿阿胶医药保健商品523
U004129,高意向,医药保健,爆款高转化池,5,P000355,云南白药医药保健商品473
U004412,高意向,美妆护肤,爆款高转化池,1,P000532,珀莱雅美妆护肤商品523
U004412,高意向,美妆护肤,爆款高转化池,2,P000773,自然堂美妆护肤商品332
U004412,高意向,美妆护肤,爆款高转化池,3,P000947,珀莱雅美妆护肤商品976
U004412,高意向,美妆护肤,爆款高转化池,4,P000971,SK-II美妆护肤商品867
U004412,高意向,美妆护肤,爆款高转化池,5,P001402,珀莱雅美妆护肤商品932
U000253,高意向,宠物用品,爆款高转化池,1,P000750,冠能宠物用品商品494
U000253,高意向,宠物用品,爆款高转化池,2,P000035,皇家宠物用品商品286
U000253,高意向,宠物用品,爆款高转化池,3,P001710,网易严选宠物用品商品732
U000253,高意向,宠物用品,爆款高转化池,4,P000996,麦富迪宠物用品商品635
U000253,高意向,宠物用品,爆款高转化池,5,P000462,冠能宠物用品商品709
U002032,高意向,手机数码,爆款高转化池,1,P000808,华为手机数码商品883
U002032,高意向,手机数码,爆款高转化池,2,P001509,三星手机数码商品747
U002032,高意向,手机数码,爆款高转化池,3,P000688,华为手机数码商品474
U002032,高意向,手机数码,爆款高转化池,4,P000498,三星手机数码商品800
U002032,高意向,手机数码,爆款高转化池,5,P001082,小米手机数码商品672
U003310,高意向,手机数码,爆款高转化池,1,P000808,华为手机数码商品883
U003310,高意向,手机数码,爆款高转化池,2,P001509,三星手机数码商品747
U003310,高意向,手机数码,爆款高转化池,3,P000688,华为手机数码商品474
U003310,高意向,手机数码,爆款高转化池,4,P000498,三星手机数码商品800
U003310,高意向,手机数码,爆款高转化池,5,P001082,小米手机数码商品672
U000492,高意向,服装鞋包,爆款高转化池,1,P001734,ZARA服装鞋包商品462
U000492,高意向,服装鞋包,爆款高转化池,2,P001740,耐克服装鞋包商品217
U000492,高意向,服装鞋包,爆款高转化池,3,P001694,优衣库服装鞋包商品426
U000492,高意向,服装鞋包,爆款高转化池,4,P000314,耐克服装鞋包商品620
U000492,高意向,服装鞋包,爆款高转化池,5,P000970,海澜之家服装鞋包商品195
U000616,高意向,图书音像,爆款高转化池,1,P001182,当当图书音像商品607
U000616,高意向,图书音像,爆款高转化池,2,P000992,人民邮电出版社图书音像商品329
U000616,高意向,图书音像,爆款高转化池,3,P001207,京东图书图书音像商品505
U000616,高意向,图书音像,爆款高转化池,4,P001242,人民邮电出版社图书音像商品170
U000616,高意向,图书音像,爆款高转化池,5,P001223,京东图书图书音像商品628
U003532,高意向,宠物用品,爆款高转化池,1,P000750,冠能宠物用品商品494
U003532,高意向,宠物用品,爆款高转化池,2,P000035,皇家宠物用品商品286
U003532,高意向,宠物用品,爆款高转化池,3,P001710,网易严选宠物用品商品732
U003532,高意向,宠物用品,爆款高转化池,4,P000996,麦富迪宠物用品商品635
U003532,高意向,宠物用品,爆款高转化池,5,P000462,冠能宠物用品商品709
U000690,高意向,箱包配饰,爆款高转化池,1,P000784,LV箱包配饰商品872
U000690,高意向,箱包配饰,爆款高转化池,2,P000262,瑞士军威箱包配饰商品369
U000690,高意向,箱包配饰,爆款高转化池,3,P001766,MK箱包配饰商品997
U000690,高意向,箱包配饰,爆款高转化池,4,P000070,新秀丽箱包配饰商品905
U000690,高意向,箱包配饰,爆款高转化池,5,P001698,外交官箱包配饰商品687
U001289,高意向,食品生鲜,爆款高转化池,1,P000080,伊利食品生鲜商品963
U001289,高意向,食品生鲜,爆款高转化池,2,P001955,百草味食品生鲜商品833
U001289,高意向,食品生鲜,爆款高转化池,3,P000818,金龙鱼食品生鲜商品198
U001289,高意向,食品生鲜,爆款高转化池,4,P001304,五粮液食品生鲜商品181
U001289,高意向,食品生鲜,爆款高转化池,5,P001988,良品铺子食品生鲜商品482
U003549,高意向,珠宝首饰,爆款高转化池,1,P000538,老凤祥珠宝首饰商品443
U003549,高意向,珠宝首饰,爆款高转化池,2,P000126,周生生珠宝首饰商品232
U003549,高意向,珠宝首饰,爆款高转化池,3,P001784,老凤祥珠宝首饰商品799
U003549,高意向,珠宝首饰,爆款高转化池,4,P000192,老凤祥珠宝首饰商品808
U003549,高意向,珠宝首饰,爆款高转化池,5,P000551,老凤祥珠宝首饰商品566
U000972,高意向,母婴用品,爆款高转化池,1,P000923,贝因美母婴用品商品502
U000972,高意向,母婴用品,爆款高转化池,2,P001341,花王母婴用品商品597
U000972,高意向,母婴用品,爆款高转化池,3,P001282,花王母婴用品商品885
U000972,高意向,母婴用品,爆款高转化池,4,P000310,强生母婴用品商品283
U000972,高意向,母婴用品,爆款高转化池,5,P000627,帮宝适母婴用品商品545
U003379,高意向,运动户外,爆款高转化池,1,P001787,361度运动户外商品484
U003379,高意向,运动户外,爆款高转化池,2,P001427,骆驼运动户外商品702
U003379,高意向,运动户外,爆款高转化池,3,P000783,哥伦比亚运动户外商品762
U003379,高意向,运动户外,爆款高转化池,4,P000134,哥伦比亚运动户外商品544
U003379,高意向,运动户外,爆款高转化池,5,P000168,李宁运动户外商品543
U003903,高意向,家居家装,爆款高转化池,1,P000883,顾家家居家居家装商品927
U003903,高意向,家居家装,爆款高转化池,2,P000221,曲美家居家装商品318
U003903,高意向,家居家装,爆款高转化池,3,P001102,马可波罗家居家装商品703
U003903,高意向,家居家装,爆款高转化池,4,P001151,宜家家居家装商品838
U003903,高意向,家居家装,爆款高转化池,5,P001129,曲美家居家装商品570
U001890,高意向,宠物用品,爆款高转化池,1,P000750,冠能宠物用品商品494
U001890,高意向,宠物用品,爆款高转化池,2,P000035,皇家宠物用品商品286
U001890,高意向,宠物用品,爆款高转化池,3,P001710,网易严选宠物用品商品732
U001890,高意向,宠物用品,爆款高转化池,4,P000996,麦富迪宠物用品商品635
U001890,高意向,宠物用品,爆款高转化池,5,P000462,冠能宠物用品商品709
U000873,高意向,宠物用品,爆款高转化池,1,P000750,冠能宠物用品商品494
U000873,高意向,宠物用品,爆款高转化池,2,P000035,皇家宠物用品商品286
U000873,高意向,宠物用品,爆款高转化池,3,P001710,网易严选宠物用品商品732
U000873,高意向,宠物用品,爆款高转化池,4,P000996,麦富迪宠物用品商品635
U000873,高意向,宠物用品,爆款高转化池,5,P000462,冠能宠物用品商品709
U001318,高意向,礼品鲜花,爆款高转化池,1,P001016,野兽派礼品鲜花商品306
U001318,高意向,礼品鲜花,爆款高转化池,2,P000831,Roseonly礼品鲜花商品580
U001318,高意向,礼品鲜花,爆款高转化池,3,P001489,诺誓礼品鲜花商品189
U001318,高意向,礼品鲜花,爆款高转化池,4,P000018,诺誓礼品鲜花商品463
U001318,高意向,礼品鲜花,爆款高转化池,5,P001157,施华洛世奇礼品鲜花商品442
U002271,高意向,食品生鲜,爆款高转化池,1,P000080,伊利食品生鲜商品963
U002271,高意向,食品生鲜,爆款高转化池,2,P001955,百草味食品生鲜商品833
U002271,高意向,食品生鲜,爆款高转化池,3,P000818,金龙鱼食品生鲜商品198
U002271,高意向,食品生鲜,爆款高转化池,4,P001304,五粮液食品生鲜商品181
U002271,高意向,食品生鲜,爆款高转化池,5,P001988,良品铺子食品生鲜商品482
U002407,高意向,医药保健,爆款高转化池,1,P000094,钙尔奇医药保健商品391
U002407,高意向,医药保健,爆款高转化池,2,P001052,钙尔奇医药保健商品186
U002407,高意向,医药保健,爆款高转化池,3,P001079,九芝堂医药保健商品943
U002407,高意向,医药保健,爆款高转化池,4,P000375,东阿阿胶医药保健商品523
U002407,高意向,医药保健,爆款高转化池,5,P000355,云南白药医药保健商品473
U004029,高意向,家居家装,爆款高转化池,1,P000883,顾家家居家居家装商品927
U004029,高意向,家居家装,爆款高转化池,2,P000221,曲美家居家装商品318
U004029,高意向,家居家装,爆款高转化池,3,P001102,马可波罗家居家装商品703
U004029,高意向,家居家装,爆款高转化池,4,P001151,宜家家居家装商品838
U004029,高意向,家居家装,爆款高转化池,5,P001129,曲美家居家装商品570
U000857,高意向,美妆护肤,爆款高转化池,1,P000532,珀莱雅美妆护肤商品523
U000857,高意向,美妆护肤,爆款高转化池,2,P000773,自然堂美妆护肤商品332
U000857,高意向,美妆护肤,爆款高转化池,3,P000947,珀莱雅美妆护肤商品976
U000857,高意向,美妆护肤,爆款高转化池,4,P000971,SK-II美妆护肤商品867
U000857,高意向,美妆护肤,爆款高转化池,5,P001402,珀莱雅美妆护肤商品932
U002525,高意向,家用电器,爆款高转化池,1,P000904,格力家用电器商品379
U002525,高意向,家用电器,爆款高转化池,2,P000206,美的家用电器商品467
U002525,高意向,家用电器,爆款高转化池,3,P000946,松下家用电器商品394
U002525,高意向,家用电器,爆款高转化池,4,P001013,海尔家用电器商品408
U002525,高意向,家用电器,爆款高转化池,5,P000285,格力家用电器商品762
U003422,高意向,家居家装,爆款高转化池,1,P000883,顾家家居家居家装商品927
U003422,高意向,家居家装,爆款高转化池,2,P000221,曲美家居家装商品318
U003422,高意向,家居家装,爆款高转化池,3,P001102,马可波罗家居家装商品703
U003422,高意向,家居家装,爆款高转化池,4,P001151,宜家家居家装商品838
U003422,高意向,家居家装,爆款高转化池,5,P001129,曲美家居家装商品570
U004141,高意向,珠宝首饰,爆款高转化池,1,P000538,老凤祥珠宝首饰商品443
U004141,高意向,珠宝首饰,爆款高转化池,2,P000126,周生生珠宝首饰商品232
U004141,高意向,珠宝首饰,爆款高转化池,3,P001784,老凤祥珠宝首饰商品799
U004141,高意向,珠宝首饰,爆款高转化池,4,P000192,老凤祥珠宝首饰商品808
U004141,高意向,珠宝首饰,爆款高转化池,5,P000551,老凤祥珠宝首饰商品566
U004631,高意向,宠物用品,爆款高转化池,1,P000750,冠能宠物用品商品494
U004631,高意向,宠物用品,爆款高转化池,2,P000035,皇家宠物用品商品286
U004631,高意向,宠物用品,爆款高转化池,3,P001710,网易严选宠物用品商品732
U004631,高意向,宠物用品,爆款高转化池,4,P000996,麦富迪宠物用品商品635
U004631,高意向,宠物用品,爆款高转化池,5,P000462,冠能宠物用品商品709
U000224,高意向,医药保健,爆款高转化池,1,P000094,钙尔奇医药保健商品391
U000224,高意向,医药保健,爆款高转化池,2,P001052,钙尔奇医药保健商品186
U000224,高意向,医药保健,爆款高转化池,3,P001079,九芝堂医药保健商品943
U000224,高意向,医药保健,爆款高转化池,4,P000375,东阿阿胶医药保健商品523
U000224,高意向,医药保健,爆款高转化池,5,P000355,云南白药医药保健商品473
U001455,高意向,家居家装,爆款高转化池,1,P000883,顾家家居家居家装商品927
U001455,高意向,家居家装,爆款高转化池,2,P000221,曲美家居家装商品318
U001455,高意向,家居家装,爆款高转化池,3,P001102,马可波罗家居家装商品703
U001455,高意向,家居家装,爆款高转化池,4,P001151,宜家家居家装商品838
U001455,高意向,家居家装,爆款高转化池,5,P001129,曲美家居家装商品570
U002684,高意向,食品生鲜,爆款高转化池,1,P000080,伊利食品生鲜商品963
U002684,高意向,食品生鲜,爆款高转化池,2,P001955,百草味食品生鲜商品833
U002684,高意向,食品生鲜,爆款高转化池,3,P000818,金龙鱼食品生鲜商品198
U002684,高意向,食品生鲜,爆款高转化池,4,P001304,五粮液食品生鲜商品181
U002684,高意向,食品生鲜,爆款高转化池,5,P001988,良品铺子食品生鲜商品482
U001570,高意向,手机数码,爆款高转化池,1,P000808,华为手机数码商品883
U001570,高意向,手机数码,爆款高转化池,2,P001509,三星手机数码商品747
U001570,高意向,手机数码,爆款高转化池,3,P000688,华为手机数码商品474
U001570,高意向,手机数码,爆款高转化池,4,P000498,三星手机数码商品800
U001570,高意向,手机数码,爆款高转化池,5,P001082,小米手机数码商品672
U003281,高意向,礼品鲜花,爆款高转化池,1,P001016,野兽派礼品鲜花商品306
U003281,高意向,礼品鲜花,爆款高转化池,2,P000831,Roseonly礼品鲜花商品580
U003281,高意向,礼品鲜花,爆款高转化池,3,P001489,诺誓礼品鲜花商品189
U003281,高意向,礼品鲜花,爆款高转化池,4,P000018,诺誓礼品鲜花商品463
U003281,高意向,礼品鲜花,爆款高转化池,5,P001157,施华洛世奇礼品鲜花商品442
U001753,高意向,美妆护肤,爆款高转化池,1,P000532,珀莱雅美妆护肤商品523
U001753,高意向,美妆护肤,爆款高转化池,2,P000773,自然堂美妆护肤商品332
