rank,user_id,repurchase_probability,tier
873,U003540,0.709534,高潜力
874,U001642,0.709513,高潜力
875,U003581,0.709403,高潜力
876,U000908,0.709011,高潜力
877,U004754,0.708761,高潜力
878,U002445,0.708718,高潜力
879,U000810,0.70853,高潜力
880,U004865,0.708391,高潜力
881,U002233,0.708286,高潜力
882,U002145,0.708231,高潜力
883,U004059,0.708165,高潜力
884,U001017,0.708041,高潜力
885,U004039,0.707902,高潜力
886,U000700,0.707881,高潜力
887,U003207,0.707135,高潜力
888,U003260,0.706994,高潜力
889,U003224,0.706981,高潜力
890,U002348,0.706859,高潜力
891,U002843,0.706393,高潜力
892,U001662,0.706368,高潜力
893,U001902,0.706207,高潜力
894,U002529,0.705923,高潜力
895,U000520,0.705798,高潜力
896,U001211,0.705707,高潜力
897,U001422,0.705628,高潜力
898,U003679,0.705514,高潜力
899,U000855,0.705218,高潜力
900,U003051,0.705207,高潜力
901,U004194,0.704899,高潜力
902,U000818,0.704775,高潜力
903,U004135,0.703948,高潜力
904,U000129,0.703801,高潜力
905,U003462,0.703715,高潜力
906,U002692,0.703711,高潜力
907,U002376,0.703501,高潜力
908,U003832,0.703482,高潜力
909,U004199,0.703388,高潜力
910,U000571,0.703375,高潜力
911,U000978,0.702897,高潜力
912,U004385,0.702884,高潜力
913,U001688,0.702703,高潜力
914,U002557,0.702628,高潜力
915,U001686,0.702068,高潜力
916,U000529,0.701608,高潜力
917,U003225,0.701439,高潜力
918,U004946,0.701018,高潜力
919,U004057,0.700875,高潜力
920,U004329,0.700738,高潜力
921,U000616,0.700549,高潜力
922,U001142,0.700402,高潜力
923,U004361,0.700384,高潜力
924,U000295,0.70026,高潜力
925,U004601,0.700181,高潜力
926,U000609,0.700131,高潜力
927,U001901,0.700066,高潜力
928,U002033,0.699717,中等潜力
929,U003605,0.699691,中等潜力
930,U000763,0.699525,中等潜力
931,U004184,0.699485,中等潜力
932,U003908,0.699445,中等潜力
933,U003209,0.699253,中等潜力
934,U001957,0.698928,中等潜力
935,U001922,0.698263,中等潜力
936,U004947,0.697973,中等潜力
937,U001159,0.697521,中等潜力
938,U001952,0.697495,中等潜力
939,U003328,0.697487,中等潜力
940,U003218,0.697425,中等潜力
941,U001520,0.696984,中等潜力
942,U004436,0.69666,中等潜力
943,U002371,0.696638,中等潜力
944,U004362,0.696611,中等潜力
945,U002399,0.696608,中等潜力
946,U004091,0.696459,中等潜力
947,U000331,0.696457,中等潜力
948,U003846,0.696438,中等潜力
949,U004538,0.695793,中等潜力
950,U004291,0.695776,中等潜力
951,U004972,0.695493,中等潜力
952,U001525,0.695493,中等潜力
953,U003849,0.695232,中等潜力
954,U000160,0.695198,中等潜力
955,U004559,0.694826,中等潜力
956,U004506,0.694746,中等潜力
957,U003811,0.694333,中等潜力
958,U001511,0.694151,中等潜力
959,U004086,0.694023,中等潜力
960,U002199,0.693505,中等潜力
961,U001579,0.693453,中等潜力
962,U003986,0.693224,中等潜力
963,U002483,0.692874,中等潜力
964,U004721,0.692506,中等潜力
965,U000250,0.692426,中等潜力
966,U001750,0.692215,中等潜力
967,U002626,0.692214,中等潜力
968,U004322,0.691944,中等潜力
969,U001022,0.691497,中等潜力
970,U004845,0.691313,中等潜力
971,U004626,0.69127,中等潜力
972,U000409,0.691268,中等潜力
973,U000114,0.691226,中等潜力
974,U004902,0.690968,中等潜力
975,U000452,0.690777,中等潜力
976,U001962,0.690602,中等潜力
977,U002925,0.690427,中等潜力
978,U002750,0.689675,中等潜力
979,U004448,0.689398,中等潜力
980,U000179,0.689202,中等潜力
981,U004443,0.688917,中等潜力
982,U001296,0.688605,中等潜力
983,U002851,0.688568,中等潜力
984,U002653,0.688303,中等潜力
985,U000653,0.688158,中等潜力
986,U000017,0.688093,中等潜力
987,U002056,0.688093,中等潜力
988,U002994,0.688027,中等潜力
989,U004134,0.687397,中等潜力
990,U003290,0.687244,中等潜力
991,U001699,0.687176,中等潜力
992,U003727,0.687089,中等潜力
993,U002015,0.687044,中等潜力
994,U004983,0.686765,中等潜力
995,U000386,0.686759,中等潜力
996,U002475,0.686388,中等潜力
997,U000990,0.686388,中等潜力
998,U004731,0.686051,中等潜力
999,U004568,0.685785,中等潜力
1000,U002163,0.685672,中等潜力
1001,U002826,0.685663,中等潜力
1002,U001668,0.685423,中等潜力
1003,U001405,0.685056,中等潜力
1004,U004792,0.684993,中等潜力
1005,U002333,0.684828,中等潜力
1006,U001973,0.684443,中等潜力
1007,U001507,0.684381,中等潜力
1008,U001115,0.684252,中等潜力
1009,U000563,0.683966,中等潜力
1010,U004051,0.683949,中等潜力
1011,U002052,0.683763,中等潜力
1012,U003606,0.683535,中等潜力
1013,U003825,0.683382,中等潜力
1014,U003138,0.683378,中等潜力
1015,U000728,0.682904,中等潜力
1016,U003429,0.682703,中等潜力
1017,U002576,0.682466,中等潜力
1018,U002942,0.682331,中等潜力
1019,U003080,0.681847,中等潜力
1020,U003904,0.681303,中等潜力
1021,U003584,0.681088,中等潜力
1022,U002463,0.680913,中等潜力
1023,U001365,0.680852,中等潜力
1024,U001074,0.680536,中等潜力
1025,U004509,0.680431,中等潜力
1026,U002319,0.680382,中等潜力
1027,U001166,0.680349,中等潜力
1028,U000826,0.679746,中等潜力
1029,U000485,0.679429,中等潜力
1030,U002306,0.67939,中等潜力
1031,U001697,0.679301,中等潜力
1032,U001186,0.679066,中等潜力
1033,U001565,0.679006,中等潜力
1034,U003812,0.678905,中等潜力
1035,U002954,0.678628,中等潜力
1036,U002854,0.678594,中等潜力
1037,U003896,0.678429,中等潜力
1038,U002016,0.678148,中等潜力
1039,U001350,0.677838,中等潜力
1040,U004511,0.677656,中等潜力
1041,U000513,0.677615,中等潜力
1042,U000939,0.67746,中等潜力
1043,U001521,0.677226,中等潜力
1044,U001334,0.676907,中等潜力
1045,U000308,0.676846,中等潜力
1046,U001524,0.676392,中等潜力
1047,U000341,0.676005,中等潜力
1048,U002415,0.675913,中等潜力
1049,U004605,0.67591,中等潜力
1050,U001461,0.675904,中等潜力
1051,U000798,0.675858,中等潜力
1052,U002457,0.6755,中等潜力
1053,U001828,0.675451,中等潜力
1054,U001843,0.675289,中等潜力
1055,U002745,0.674668,中等潜力
1056,U003529,0.674609,中等潜力
1057,U002659,0.674556,中等潜力
1058,U004414,0.67454,中等潜力
1059,U001705,0.674486,中等潜力
1060,U000326,0.674404,中等潜力
1061,U001046,0.674256,中等潜力
1062,U000777,0.673964,中等潜力
1063,U004517,0.673943,中等潜力
1064,U000997,0.673604,中等潜力
1065,U000808,0.673355,中等潜力
1066,U004503,0.673281,中等潜力
1067,U001328,0.673166,中等潜力
1068,U002465,0.672795,中等潜力
1069,U004824,0.672317,中等潜力
1070,U000327,0.672066,中等潜力
1071,U001202,0.672043,中等潜力
1072,U004659,0.671979,中等潜力
1073,U004392,0.671842,中等潜力
1074,U004192,0.671812,中等潜力
1075,U003136,0.671678,中等潜力
1076,U002484,0.671669,中等潜力
1077,U002454,0.671389,中等潜力
1078,U000062,0.671227,中等潜力
1079,U004466,0.670832,中等潜力
1080,U002741,0.670801,中等潜力
1081,U004758,0.669793,中等潜力
1082,U003994,0.669719,中等潜力
1083,U003469,0.668871,中等潜力
1084,U000473,0.66879,中等潜力
1085,U001229,0.668308,中等潜力
1086,U002236,0.667995,中等潜力
1087,U001842,0.667936,中等潜力
1088,U000718,0.667733,中等潜力
1089,U003376,0.66758,中等潜力
1090,U000923,0.667415,中等潜力
1091,U003539,0.667279,中等潜力
1092,U002508,0.6669,中等潜力
1093,U000182,0.666689,中等潜力
1094,U004959,0.666625,中等潜力
1095,U004015,0.666573,中等潜力
1096,U004942,0.666477,中等潜力
1097,U000655,0.666389,中等潜力
1098,U002404,0.666243,中等潜力
1099,U002718,0.666059,中等潜力
1100,U000047,0.665364,中等潜力
1101,U000236,0.665195,中等潜力
1102,U002613,0.66511,中等潜力
1103,U004032,0.664989,中等潜力
1104,U003902,0.664823,中等潜力
1105,U000754,0.664768,中等潜力
1106,U000980,0.664744,中等潜力
1107,U000168,0.664711,中等潜力
1108,U004685,0.664276,中等潜力
1109,U004228,0.664067,中等潜力
1110,U001601,0.663934,中等潜力
1111,U002387,0.66391,中等潜力
1112,U004989,0.663888,中等潜力
1113,U002284,0.663828,中等潜力
1114,U003813,0.663599,中等潜力
1115,U001600,0.66356,中等潜力
1116,U002396,0.663173,中等潜力
1117,U002769,0.663154,中等潜力
1118,U004491,0.663128,中等潜力
1119,U003604,0.663115,中等潜力
1120,U001238,0.662649,中等潜力
1121,U002004,0.662561,中等潜力
1122,U000597,0.66222,中等潜力
1123,U004378,0.662017,中等潜力
1124,U003257,0.661849,中等潜力
1125,U000768,0.661821,中等潜力
1126,U003851,0.661773,中等潜力
1127,U001954,0.661751,中等潜力
1128,U004260,0.661517,中等潜力
1129,U003405,0.661079,中等潜力
1130,U001710,0.660949,中等潜力
1131,U001305,0.660764,中等潜力
1132,U003866,0.660606,中等潜力
1133,U004866,0.660569,中等潜力
1134,U000883,0.660188,中等潜力
1135,U003563,0.659887,中等潜力
1136,U002340,0.659716,中等潜力
1137,U003032,0.659625,中等潜力
1138,U003308,0.659497,中等潜力
1139,U000271,0.659386,中等潜力
1140,U002211,0.659315,中等潜力
1141,U001746,0.658929,中等潜力
1142,U000016,0.658855,中等潜力
1143,U001888,0.658819,中等潜力
1144,U004661,0.658691,中等潜力
1145,U004101,0.658632,中等潜力
1146,U002266,0.658403,中等潜力
1147,U000310,0.658373,中等潜力
1148,U004710,0.658356,中等潜力
1149,U004085,0.65806,中等潜力
1150,U003040,0.657836,中等潜力
1151,U003171,0.65744,中等潜力
1152,U003573,0.657407,中等潜力
1153,U002628,0.657262,中等潜力
1154,U003704,0.65722,中等潜力
1155,U002189,0.65718,中等潜力
1156,U000075,0.656965,中等潜力
1157,U003782,0.656727,中等潜力
1158,U003132,0.656362,中等潜力
1159,U001280,0.656327,中等潜力
1160,U001761,0.656249,中等潜力
1161,U001692,0.656169,中等潜力
1162,U002080,0.656137,中等潜力
1163,U004850,0.656112,中等潜力
1164,U004985,0.655667,中等潜力
1165,U004267,0.655397,中等潜力
1166,U001785,0.655284,中等潜力
1167,U000466,0.655274,中等潜力
1168,U000894,0.655161,中等潜力
1169,U000207,0.654945,中等潜力
1170,U003544,0.654765,中等潜力
1171,U000022,0.654601,中等潜力
1172,U002008,0.654568,中等潜力
1173,U004868,0.653776,中等潜力
1174,U004718,0.653334,中等潜力
1175,U002520,0.653127,中等潜力
1176,U004752,0.652965,中等潜力
1177,U001153,0.65291,中等潜力
1178,U001980,0.652867,中等潜力
1179,U004551,0.652722,中等潜力
1180,U004945,0.652461,中等潜力
1181,U002136,0.652444,中等潜力
1182,U000550,0.651972,中等潜力
1183,U004853,0.651936,中等潜力
1184,U004485,0.651883,中等潜力
1185,U003452,0.651865,中等潜力
1186,U002786,0.651149,中等潜力
1187,U001739,0.651108,中等潜力
1188,U001175,0.650542,中等潜力
1189,U003545,0.650379,中等潜力
1190,U001197,0.649921,中等潜力
1191,U001530,0.649802,中等潜力
1192,U002785,0.649795,中等潜力
1193,U004218,0.649778,中等潜力
1194,U002405,0.649647,中等潜力
1195,U004976,0.649419,中等潜力
1196,U001215,0.649109,中等潜力
1197,U003162,0.648234,中等潜力
1198,U004149,0.648073,中等潜力
1199,U001721,0.647992,中等潜力
1200,U000197,0.647774,中等潜力
1201,U003809,0.647715,中等潜力
1202,U003928,0.647544,中等潜力
1203,U002077,0.647269,中等潜力
1204,U003450,0.647211,中等潜力
1205,U004058,0.64706,中等潜力
1206,U001849,0.646758,中等潜力
1207,U002373,0.646739,中等潜力
1208,U001424,0.646017,中等潜力
1209,U004884,0.645708,中等潜力
1210,U002889,0.645522,中等潜力
1211,U000860,0.645414,中等潜力
1212,U002707,0.645256,中等潜力
1213,U002191,0.64525,中等潜力
1214,U000118,0.645006,中等潜力
1215,U004624,0.644911,中等潜力
1216,U002900,0.644541,中等潜力
1217,U002176,0.644524,中等潜力
1218,U000689,0.644208,中等潜力
1219,U003585,0.644016,中等潜力
1220,U002524,0.643917,中等潜力
1221,U000403,0.643805,中等潜力
1222,U003968,0.643777,中等潜力
1223,U002666,0.643283,中等潜力
1224,U002570,0.642622,中等潜力
1225,U001759,0.642394,中等潜力
1226,U001533,0.641825,中等潜力
1227,U002816,0.64143,中等潜力
1228,U003089,0.641393,中等潜力
1229,U000420,0.641307,中等潜力
1230,U003708,0.64101,中等潜力
1231,U001745,0.640985,中等潜力
1232,U004936,0.640334,中等潜力
1233,U001862,0.640203,中等潜力
1234,U004416,0.639543,中等潜力
1235,U001221,0.639164,中等潜力
1236,U003595,0.638883,中等潜力
1237,U002006,0.638356,中等潜力
1238,U004478,0.638144,中等潜力
1239,U003569,0.638135,中等潜力
1240,U001460,0.638112,中等潜力
1241,U004842,0.638038,中等潜力
1242,U003206,0.637976,中等潜力
1243,U003755,0.637024,中等潜力
1244,U004193,0.636722,中等潜力
1245,U001173,0.636281,中等潜力
1246,U003203,0.636246,中等潜力
1247,U000019,0.636055,中等潜力
1248,U000049,0.634965,中等潜力
1249,U001913,0.63468,中等潜力
1250,U002517,0.634604,中等潜力
1251,U004809,0.634383,中等潜力
1252,U003044,0.634382,中等潜力
1253,U004596,0.634164,中等潜力
1254,U003460,0.634131,中等潜力
1255,U000519,0.6339,中等潜力
1256,U004453,0.633516,中等潜力
1257,U004040,0.633481,中等潜力
1258,U004674,0.632171,中等潜力
1259,U001071,0.63217,中等潜力
1260,U002612,0.631962,中等潜力
1261,U003674,0.63187,中等潜力
1262,U003564,0.631762,中等潜力
1263,U003732,0.631635,中等潜力
1264,U000186,0.631522,中等潜力
1265,U004564,0.630621,中等潜力
1266,U002541,0.630553,中等潜力
1267,U003667,0.63054,中等潜力
1268,U000556,0.630372,中等潜力
1269,U004206,0.630255,中等潜力
1270,U002704,0.629984,中等潜力
1271,U003258,0.629939,中等潜力
1272,U002712,0.629736,中等潜力
1273,U001165,0.629112,中等潜力
1274,U001103,0.628345,中等潜力
1275,U003874,0.628296,中等潜力
1276,U000410,0.627911,中等潜力
1277,U003011,0.627759,中等潜力
1278,U002574,0.627724,中等潜力
1279,U001531,0.627508,中等潜力
1280,U003847,0.627093,中等潜力
1281,U000120,0.627045,中等潜力
1282,U001225,0.627002,中等潜力
1283,U003444,0.626746,中等潜力
1284,U004780,0.626543,中等潜力
1285,U001599,0.626498,中等潜力
1286,U000490,0.62634,中等潜力
1287,U002201,0.62553,中等潜力
1288,U002730,0.624958,中等潜力
1289,U003954,0.624905,中等潜力
1290,U003917,0.624595,中等潜力
1291,U002066,0.62456,中等潜力
1292,U004014,0.624374,中等潜力
1293,U000288,0.624248,中等潜力
1294,U002938,0.62402,中等潜力
1295,U001726,0.623802,中等潜力
1296,U003004,0.623714,中等潜力
1297,U000839,0.62321,中等潜力
1298,U000125,0.623203,中等潜力
1299,U000681,0.622949,中等潜力
1300,U003980,0.622867,中等潜力
1301,U000895,0.622723,中等潜力
1302,U001582,0.622606,中等潜力
1303,U001651,0.621531,中等潜力
1304,U003326,0.621378,中等潜力
1305,U001259,0.621154,中等潜力
1306,U001637,0.621148,中等潜力
1307,U002781,0.620739,中等潜力
1308,U002221,0.620127,中等潜力
1309,U004822,0.619918,中等潜力
1310,U000614,0.619664,中等潜力
1311,U004872,0.619513,中等潜力
1312,U001824,0.619168,中等潜力
1313,U001149,0.619036,中等潜力
1314,U004873,0.618775,中等潜力
1315,U002231,0.618721,中等潜力
1316,U003439,0.618696,中等潜力
1317,U000306,0.61846,中等潜力
1318,U001714,0.618143,中等潜力
1319,U001204,0.617842,中等潜力
1320,U002059,0.617756,中等潜力
1321,U001286,0.616474,中等潜力
1322,U001401,0.61623,中等潜力
1323,U004435,0.615932,中等潜力
1324,U001064,0.615903,中等潜力
1325,U003289,0.615872,中等潜力
1326,U001993,0.615811,中等潜力
1327,U003868,0.615594,中等潜力
1328,U000162,0.615581,中等潜力
1329,U003397,0.614927,中等潜力
1330,U001631,0.614377,中等潜力
1331,U004835,0.614182,中等潜力
1332,U004977,0.614151,中等潜力
1333,U003972,0.614084,中等潜力
1334,U002966,0.613911,中等潜力
1335,U002841,0.613868,中等潜力
1336,U004356,0.613846,中等潜力
1337,U002486,0.613048,中等潜力
1338,U004195,0.612878,中等潜力
1339,U000393,0.612853,中等潜力
1340,U000701,0.61267,中等潜力
1341,U001884,0.612347,中等潜力
1342,U001150,0.611697,中等潜力
1343,U002122,0.611496,中等潜力
1344,U003091,0.610844,中等潜力
1345,U002156,0.609518,中等潜力
1346,U001789,0.609024,中等潜力
1347,U001951,0.608911,中等潜力
1348,U000911,0.608098,中等潜力
1349,U002041,0.607882,中等潜力
1350,U001832,0.607856,中等潜力
1351,U004673,0.607691,中等潜力
1352,U001887,0.607572,中等潜力
1353,U002631,0.607236,中等潜力
1354,U001474,0.607147,中等潜力
1355,U003317,0.607068,中等潜力
1356,U003283,0.607063,中等潜力
1357,U004363,0.606919,中等潜力
1358,U002489,0.605759,中等潜力
1359,U001315,0.605142,中等潜力
1360,U002049,0.605011,中等潜力
1361,U004089,0.604954,中等潜力
1362,U002856,0.604769,中等潜力
1363,U000272,0.604719,中等潜力
1364,U002429,0.60468,中等潜力
1365,U004470,0.604294,中等潜力
1366,U004886,0.60408,中等潜力
1367,U004394,0.603918,中等潜力
1368,U003608,0.603835,中等潜力
1369,U004572,0.603542,中等潜力
1370,U002995,0.603341,中等潜力
1371,U003946,0.602888,中等潜力
1372,U002917,0.602517,中等潜力
1373,U004165,0.602482,中等潜力
1374,U004397,0.601794,中等潜力
1375,U004522,0.601782,中等潜力
1376,U002964,0.601626,中等潜力
1377,U001402,0.601115,中等潜力
1378,U003187,0.60109,中等潜力
1379,U003054,0.600838,中等潜力
1380,U000628,0.600045,中等潜力
1381,U004368,0.6,中等潜力
1382,U001418,0.599562,中等潜力
1383,U004181,0.598673,中等潜力
1384,U002042,0.598541,中等潜力
1385,U003360,0.598348,中等潜力
1386,U004442,0.598103,中等潜力
1387,U003869,0.597742,中等潜力
1388,U003489,0.597576,中等潜力
1389,U003504,0.597374,中等潜力
1390,U000126,0.59733,中等潜力
1391,U001378,0.597086,中等潜力
1392,U004830,0.595988,中等潜力
1393,U003106,0.595706,中等潜力
1394,U000737,0.595686,中等潜力
1395,U001093,0.595576,中等潜力
1396,U003039,0.595542,中等潜力
1397,U004625,0.595531,中等潜力
1398,U000132,0.59501,中等潜力
1399,U000920,0.594991,中等潜力
1400,U004139,0.594772,中等潜力
1401,U004905,0.594185,中等潜力
1402,U000704,0.594127,中等潜力
1403,U003888,0.593856,中等潜力
1404,U000857,0.593704,中等潜力
1405,U002087,0.593512,中等潜力
1406,U003379,0.593446,中等潜力
1407,U000257,0.593428,中等潜力
1408,U002812,0.593354,中等潜力
1409,U000764,0.593353,中等潜力
1410,U000742,0.592754,中等潜力
1411,U002957,0.592345,中等潜力
1412,U002999,0.592117,中等潜力
1413,U003382,0.591918,中等潜力
1414,U004061,0.591875,中等潜力
1415,U003078,0.59172,中等潜力
1416,U001787,0.591473,中等潜力
1417,U004889,0.590908,中等潜力
1418,U001592,0.590683,中等潜力
1419,U002897,0.590579,中等潜力
1420,U000703,0.58956,中等潜力
1421,U000598,0.589553,中等潜力
1422,U004246,0.589426,中等潜力
1423,U004851,0.589057,中等潜力
1424,U000480,0.588865,中等潜力
1425,U001803,0.588832,中等潜力
1426,U002358,0.588638,中等潜力
1427,U000309,0.588003,中等潜力
1428,U004723,0.587814,中等潜力
1429,U003828,0.587746,中等潜力
1430,U004932,0.587478,中等潜力
1431,U003305,0.58735,中等潜力
1432,U002685,0.586818,中等潜力
1433,U000683,0.58649,中等潜力
1434,U000995,0.586037,中等潜力
1435,U000027,0.58558,中等潜力
1436,U004725,0.585037,中等潜力
1437,U003887,0.584871,中等潜力
1438,U002949,0.584819,中等潜力
1439,U000504,0.584191,中等潜力
1440,U001643,0.584,中等潜力
1441,U002023,0.582956,中等潜力
1442,U004978,0.582285,中等潜力
1443,U002321,0.582113,中等潜力
1444,U003150,0.582045,中等潜力
1445,U003245,0.582015,中等潜力
1446,U003535,0.581481,中等潜力
1447,U000926,0.580815,中等潜力
1448,U000575,0.579564,中等潜力
1449,U002794,0.579541,中等潜力
1450,U003192,0.57901,中等潜力
1451,U003339,0.578988,中等潜力
1452,U001766,0.57867,中等潜力
1453,U000918,0.578594,中等潜力
1454,U000963,0.578526,中等潜力
1455,U002946,0.578424,中等潜力
1456,U000913,0.578418,中等潜力
1457,U000739,0.578043,中等潜力
1458,U001179,0.577349,中等潜力
1459,U002113,0.57719,中等潜力
1460,U001633,0.577087,中等潜力
1461,U001941,0.576317,中等潜力
1462,U000929,0.576137,中等潜力
1463,U002820,0.574986,中等潜力
1464,U001665,0.574692,中等潜力
1465,U001055,0.574092,中等潜力
1466,U002468,0.574006,中等潜力
1467,U004917,0.573715,中等潜力
1468,U000087,0.573682,中等潜力
1469,U003966,0.572723,中等潜力
1470,U001707,0.57266,中等潜力
1471,U000782,0.572417,中等潜力
1472,U003735,0.572185,中等潜力
1473,U003754,0.572179,中等潜力
1474,U004198,0.571585,中等潜力
1475,U002166,0.570908,中等潜力
1476,U001477,0.570817,中等潜力
1477,U001327,0.570076,中等潜力
1478,U004016,0.569612,中等潜力
1479,U002914,0.569183,中等潜力
1480,U000078,0.568354,中等潜力
1481,U000705,0.56825,中等潜力
1482,U002378,0.56778,中等潜力
1483,U004320,0.567637,中等潜力
1484,U001607,0.567626,中等潜力
1485,U000362,0.567186,中等潜力
1486,U004566,0.567143,中等潜力
1487,U001261,0.566722,中等潜力
1488,U004664,0.565761,中等潜力
1489,U004858,0.565675,中等潜力
1490,U003221,0.565493,中等潜力
1491,U001297,0.565098,中等潜力
1492,U002967,0.56459,中等潜力
1493,U004571,0.563554,中等潜力
1494,U004013,0.563462,中等潜力
1495,U001247,0.562888,中等潜力
1496,U002766,0.562676,中等潜力
1497,U001538,0.562572,中等潜力
1498,U002230,0.562514,中等潜力
1499,U002479,0.561648,中等潜力
1500,U004359,0.561481,中等潜力
1501,U004364,0.561322,中等潜力
1502,U004804,0.561273,中等潜力
1503,U001820,0.560923,中等潜力
1504,U002020,0.560525,中等潜力
1505,U002064,0.55999,中等潜力
1506,U000284,0.559739,中等潜力
1507,U004790,0.559702,中等潜力
1508,U004352,0.559416,中等潜力
1509,U002362,0.559359,中等潜力
1510,U001615,0.559316,中等潜力
1511,U003059,0.559121,中等潜力
1512,U003628,0.559038,中等潜力
1513,U003894,0.557732,中等潜力
1514,U003739,0.557104,中等潜力
1515,U004916,0.556607,中等潜力
1516,U002116,0.556276,中等潜力
1517,U002237,0.555581,中等潜力
1518,U000067,0.554854,中等潜力
1519,U002540,0.554491,中等潜力
1520,U001363,0.554314,中等潜力
1521,U001382,0.554139,中等潜力
1522,U003036,0.553873,中等潜力
1523,U001343,0.552936,中等潜力
1524,U001260,0.552887,中等潜力
1525,U001577,0.55236,中等潜力
1526,U001867,0.552323,中等潜力
1527,U003837,0.551924,中等潜力
1528,U003058,0.551903,中等潜力
1529,U004048,0.55174,中等潜力
1530,U004575,0.551166,中等潜力
1531,U001148,0.55114,中等潜力
1532,U000427,0.550378,中等潜力
1533,U004619,0.549908,中等潜力
1534,U004855,0.549269,中等潜力
1535,U003189,0.549029,中等潜力
1536,U004807,0.548921,中等潜力
1537,U003945,0.548902,中等潜力
1538,U001767,0.547898,中等潜力
1539,U003409,0.547741,中等潜力
1540,U000251,0.547486,中等潜力
1541,U000203,0.547437,中等潜力
1542,U000305,0.547183,中等潜力
1543,U002610,0.547135,中等潜力
1544,U004813,0.546601,中等潜力
1545,U004376,0.546438,中等潜力
1546,U000721,0.546284,中等潜力
1547,U000865,0.546251,中等潜力
1548,U004401,0.546111,中等潜力
1549,U001232,0.545864,中等潜力
1550,U004347,0.545412,中等潜力
1551,U002332,0.545176,中等潜力
1552,U001757,0.544997,中等潜力
1553,U003361,0.54498,中等潜力
1554,U001574,0.544901,中等潜力
1555,U000085,0.544852,中等潜力
1556,U004208,0.544307,中等潜力
1557,U004337,0.544262,中等潜力
1558,U002873,0.543752,中等潜力
1559,U004254,0.543283,中等潜力
1560,U004504,0.543094,中等潜力
1561,U004029,0.542817,中等潜力
1562,U001278,0.542799,中等潜力
1563,U001241,0.542384,中等潜力
1564,U001140,0.542296,中等潜力
1565,U003528,0.54226,中等潜力
1566,U003387,0.541927,中等潜力
1567,U004024,0.541913,中等潜力
1568,U000015,0.541792,中等潜力
1569,U004700,0.541509,中等潜力
1570,U003975,0.541494,中等潜力
1571,U003857,0.540161,中等潜力
1572,U000804,0.539961,中等潜力
1573,U001434,0.539771,中等潜力
1574,U004801,0.538743,中等潜力
1575,U004957,0.538323,中等潜力
1576,U000510,0.537425,中等潜力
1577,U003495,0.537175,中等潜力
1578,U000648,0.536968,中等潜力
1579,U002771,0.536483,中等潜力
1580,U004748,0.536392,中等潜力
1581,U003105,0.53637,中等潜力
1582,U003864,0.536243,中等潜力
1583,U003374,0.535854,中等潜力
1584,U004629,0.535326,中等潜力
1585,U000814,0.535048,中等潜力
1586,U003414,0.532974,中等潜力
1587,U004586,0.53279,中等潜力
1588,U002696,0.531528,中等潜力
1589,U004539,0.531327,中等潜力
1590,U001818,0.530172,中等潜力
1591,U000112,0.529665,中等潜力
1592,U000029,0.52963,中等潜力
1593,U003853,0.529394,中等潜力
1594,U004703,0.528831,中等潜力
1595,U004150,0.528593,中等潜力
1596,U003181,0.52853,中等潜力
1597,U003159,0.527862,中等潜力
1598,U003247,0.52758,中等潜力
1599,U002837,0.527491,中等潜力
1600,U000781,0.526131,中等潜力
1601,U001486,0.525286,中等潜力
1602,U002000,0.524672,中等潜力
1603,U002716,0.524346,中等潜力
1604,U003454,0.524008,中等潜力
1605,U003399,0.523745,中等潜力
1606,U002353,0.523253,中等潜力
1607,U000537,0.522875,中等潜力
1608,U003413,0.522834,中等潜力
1609,U001185,0.520641,中等潜力
1610,U004893,0.520527,中等潜力
1611,U004549,0.520118,中等潜力
1612,U001019,0.519882,中等潜力
1613,U001978,0.51981,中等潜力
1614,U004476,0.518769,中等潜力
1615,U000800,0.518517,中等潜力
1616,U002863,0.518517,中等潜力
1617,U003710,0.515955,中等潜力
1618,U003330,0.515855,中等潜力
1619,U004582,0.515183,中等潜力
1620,U000046,0.514244,中等潜力
1621,U001617,0.513954,中等潜力
1622,U004174,0.512783,中等潜力
1623,U002906,0.512094,中等潜力
1624,U000952,0.511613,中等潜力
1625,U002655,0.511121,中等潜力
1626,U000928,0.510751,中等潜力
1627,U000848,0.510329,中等潜力
1628,U000564,0.510267,中等潜力
1629,U004744,0.509913,中等潜力
1630,U004214,0.509125,中等潜力
1631,U001723,0.5088,中等潜力
1632,U001661,0.508486,中等潜力
1633,U003992,0.50835,中等潜力
1634,U001252,0.507889,中等潜力
1635,U001673,0.507528,中等潜力
1636,U004282,0.507098,中等潜力
1637,U003909,0.506907,中等潜力
1638,U001719,0.5068,中等潜力
1639,U002090,0.505495,中等潜力
1640,U003301,0.504453,中等潜力
1641,U002780,0.504125,中等潜力
1642,U000741,0.503397,中等潜力
1643,U001490,0.503243,中等潜力
1644,U000948,0.502849,中等潜力
1645,U000554,0.502589,中等潜力
1646,U003279,0.501881,中等潜力
1647,U003214,0.501735,中等潜力
1648,U000389,0.501639,中等潜力
1649,U001054,0.500766,中等潜力
1650,U002521,0.499721,中等潜力
1651,U001404,0.499601,中等潜力
1652,U003427,0.499507,中等潜力
1653,U004892,0.499171,中等潜力
1654,U004634,0.498338,中等潜力
1655,U004295,0.497214,中等潜力
1656,U002681,0.49689,中等潜力
1657,U000903,0.496585,中等潜力
1658,U001292,0.496521,中等潜力
1659,U004071,0.496447,中等潜力
